Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Critic_Score,Generos,Plataformas,Empresa,Titulos
Pok̩mon: Johto Photo Finish: Game Boy Advance Video,GBA,2004,Misc,Unknown,110000,40000,0,61,3,6,478,5618
Nobunaga no Yabou: Tendou,PS3,2010,Strategy,Tecmo Koei,0,0,130000,83,11,16,452,5230
Zathura,PS2,2005,Adventure,Take-Two Interactive,60000,50000,0,93,1,15,448,8713
Little Battlers eXperience: Wars,3DS,2013,Strategy,Level 5,0,0,130000,57,11,2,259,3978
Resident Evil Archives: Resident Evil,Wii,2008,Action,Capcom,160000,40000,80000,77,0,25,82,6008
Draglade (JP sales),DS,2007,Fighting,505 Games,0,0,40000,59,2,4,6,1826
Warriors Orochi 3,XOne,2014,Action,Tecmo Koei,10000,30000,0,58,0,29,452,8343
Scrabble,PSP,2009,Misc,Electronic Arts,80000,0,0,55,3,18,131,6369
NBA Inside Drive 2004,XB,2003,Sports,Microsoft Game Studios,130000,40000,0,95,10,28,296,4874
PAC-MAN and the Ghostly Adventures,PS3,2013,Platform,Namco Bandai Games,30000,30000,0,94,4,16,317,5351
Myst III: Exile,XB,2002,Adventure,Ubisoft,40000,10000,0,44,1,28,474,4797
Midnight Magic,2600,1983,Action,Atari,470000,30000,0,59,0,0,51,4498
Brink,PC,2011,Shooter,Bethesda Softworks,60000,90000,0,55,8,13,64,816
The Bible Game,PS2,2005,Misc,Crave Entertainment,100000,80000,0,60,3,15,96,7445
Double Pack: Finding Nemo / The Incredibles,XB,2006,Action,THQ,310000,90000,0,51,0,28,442,1808
Hunted: The Demon's Forge,PC,2011,Action,Bethesda Softworks,30000,10000,0,45,0,13,64,3211
Test Drive Le Mans,PS,1999,Racing,Infogrames,30000,20000,0,58,6,14,226,7406
Vitamin X Evolution Plus,PSP,2010,Adventure,D3Publisher,0,0,20000,88,1,18,104,8244
International Superstar Soccer 2000 (All region sales),N64,1999,Sports,Konami Digital Entertainment,10000,260000,220000,55,10,10,254,3342
Motto! Stitch! DS Rhythm de Rakugaki Daisakusen,DS,2010,Misc,Disney Interactive Studios,0,0,80000,55,3,4,121,4712
Puzzle Quest: Challenge of the Warlords,PS2,2007,Puzzle,D3Publisher,60000,50000,0,96,5,15,104,5812
Actua Tennis,PS,1997,Sports,Gremlin Interactive Ltd,70000,50000,0,81,10,14,192,126
Gradius Galaxies,GBA,2001,Shooter,Konami Digital Entertainment,60000,20000,0,89,8,6,254,2802
Space Bust-A-Move,DS,2008,Puzzle,Square Enix,100000,20000,0,75,5,4,422,6806
FIFA Soccer 64,N64,1997,Sports,Electronic Arts,160000,300000,0,93,10,10,131,2233
TrackMania Turbo,PS4,2016,Action,Ubisoft,30000,260000,0,58,0,17,474,7978
LEGO Ninjago: Shadow of Ronin,PSV,2015,Action,Warner Bros. Interactive Entertainment,10000,80000,0,53,0,19,495,3896
007: Quantum of Solace,PS3,2008,Action,Activision,430000,510000,20000,80,0,16,21,9
NBA Live 2005,PS2,2004,Sports,Electronic Arts,2030000,210000,0,40,10,15,131,4895
Exhibition Volume 4,XB,2003,Misc,Microsoft Game Studios,50000,20000,0,43,3,28,296,2162
Jimmy Neutron: Boy Genius,GC,2002,Platform,THQ,70000,20000,0,53,4,7,442,3528
Gitaroo Man Lives!,PSP,2006,Misc,Tecmo Koei,30000,0,0,72,3,18,452,2722
Jackie Chan: Stuntmaster,PS,1999,Action,Sony Computer Entertainment,120000,80000,0,60,0,14,414,3401
G1 Jockey 4 2008,PS3,2008,Sports,Tecmo Koei,0,0,0,77,10,16,452,2592
Night at the Museum: Battle of the Smithsonian,DS,2009,Action,Majesco Entertainment,120000,180000,0,84,0,4,272,5188
Dungeons & Dragons: Eye of the Beholder,GBA,2002,Role-Playing,Atari,190000,70000,0,75,7,6,51,1993
50 Cent: Blood on the Sand,X360,2009,Shooter,THQ,120000,70000,0,87,8,27,442,61
Final Fantasy Tactics: The War of the Lions,PSP,2007,Role-Playing,Square Enix,450000,240000,300000,61,7,18,422,2399
Geon Cube,Wii,2009,Puzzle,P2 Games,20000,0,0,54,5,25,349,2689
Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,PSP,2011,Adventure,Namco Bandai Games,0,0,50000,78,1,18,317,6903
WWE SmackDown! vs. RAW 2006,PS2,2005,Fighting,THQ,1450000,1110000,40000,89,2,15,442,8289
Buzz! The Mega Quiz,PS2,2007,Misc,Sony Computer Entertainment,320000,60000,0,53,3,15,414,894
Metal Gear Solid: The Essential Collection,PS2,2007,Adventure,Konami Digital Entertainment,230000,180000,0,70,1,15,254,4455
Showdown: Legends of Wrestling,PS2,2004,Fighting,Acclaim Entertainment,150000,110000,0,55,2,15,17,6568
NBA ShootOut 98,PS,1998,Sports,Sony Computer Entertainment,430000,290000,0,61,10,14,414,4905
Ridge Racer Unbounded,PS3,2012,Racing,Namco Bandai Games,50000,90000,0,53,6,16,317,6049
Spider-Man: The Movie,GC,2002,Action,Activision,860000,270000,10000,44,0,7,21,6844
BlazBlue: Continuum Shift,X360,2010,Fighting,PQube,230000,40000,20000,46,2,27,351,696
Pachi-Slot Aruze Oukoku 4,PS,2000,Misc,Aruze Corp,0,0,490000,56,3,14,42,5386
World Tour Soccer 06,PSP,2006,Sports,Sony Computer Entertainment,70000,0,0,68,10,18,414,8521
Return to Castle Wolfenstein: Operation Resurrection,PS2,2003,Shooter,Activision,260000,200000,0,46,8,15,21,6031
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,PS2,2005,Misc,D3Publisher,0,0,130000,82,3,15,104,3138
The ICO & Shadow of the Colossus Collection,PS3,2011,Adventure,Sony Computer Entertainment,670000,340000,130000,53,1,16,414,7529
Dragon Ball: Revenge of King Piccolo,Wii,2009,Action,Namco Bandai Games,120000,30000,30000,52,0,25,317,1870
Watch Dogs,PS4,2014,Action,Ubisoft,1400000,1900000,110000,48,0,17,474,8352
Rave Master: Special Attack Force!,GBA,2002,Fighting,Konami Digital Entertainment,10000,0,0,56,2,6,254,5911
Kuma no Pooh-San: 100 Acre no Mori no Cooking Book,DS,2011,Misc,Disney Interactive Studios,0,0,20000,61,3,4,121,3854
The Legend of Spyro: Dawn of the Dragon,Wii,2008,Platform,Vivendi Games,340000,170000,0,54,4,25,492,7595
Countdown: The Game,DS,2009,Puzzle,Mindscape,0,140000,0,57,5,4,302,1268
Blur,X360,2010,Racing,Activision,250000,270000,0,57,6,27,21,732
Ping Pals,DS,2004,Misc,THQ,100000,0,0,64,3,4,442,5535
Kamen Rider: Battride War Genesis,PS4,2016,Action,Namco Bandai Games,0,0,60000,51,0,17,317,3635
Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,PS,1999,Sports,Konami Digital Entertainment,0,0,760000,67,10,14,254,3488
Winning Post 7: Maximum 2007,PS2,2007,Sports,Tecmo Koei,0,0,20000,71,10,15,452,8433
Mame Goma: Honobo no Nikki,DS,2007,Simulation,TDK Core,0,0,30000,41,9,4,439,4210
Mortal Kombat: Deception,PS2,2004,Fighting,Midway Games,920000,720000,0,91,2,15,298,4674
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,PS2,2007,Misc,Sega,0,0,30000,44,3,15,406,3532
Steins;Gate 0,PSV,2015,Adventure,PQube,0,30000,50000,92,1,19,351,6992
Chaotic: Shadow Warriors,Wii,2009,Action,Activision,180000,0,0,61,0,25,21,1073
Metal Slug X,PS,2001,Shooter,Virgin Interactive,50000,30000,0,73,8,14,489,4466
Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,DS,2005,Misc,Namco Bandai Games,0,0,40000,53,3,4,317,3718
The Sims 2,XB,2005,Simulation,Electronic Arts,190000,50000,0,100,9,28,131,7676
Samurai Shodown Anthology,Wii,2008,Fighting,Ignition Entertainment,50000,0,0,55,2,25,217,6313
Danny Phantom: The Ultimate Enemy,GBA,2005,Action,THQ,160000,60000,0,58,0,6,442,1428
Viva Pinata: Pocket Paradise,DS,2008,Simulation,THQ,260000,230000,0,59,9,4,442,8251
The Legend of Zelda: Oracle of Ages,GB,2001,Action,Nintendo,920000,530000,410000,91,0,5,329,7603
Civilization II,PS,1998,Strategy,Activision,150000,110000,0,42,11,14,21,1139
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",X360,2007,Action,Activision,510000,40000,0,65,0,27,21,7996
Tron 2.0: Killer App,GBA,2004,Action,Disney Interactive Studios,40000,20000,0,59,0,6,121,8031
NCAA Football 98,PS,1997,Sports,Electronic Arts,390000,270000,0,82,10,14,131,4934
Super Puzzle Fighter II Turbo,PS,1996,Puzzle,Virgin Interactive,80000,50000,0,41,5,14,489,7152
Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,3DS,2016,Action,Namco Bandai Games,0,0,60000,41,0,2,317,285
LEGO Pirates of the Caribbean: The Video Game,PSP,2011,Action,Disney Interactive Studios,120000,130000,0,82,0,18,121,3897
Bust-A-Move '99,PS,1997,Puzzle,Acclaim Entertainment,180000,120000,0,51,5,14,17,880
Mortal Kombat 3,PS,1995,Fighting,Sony Computer Entertainment,290000,200000,20000,55,2,14,414,4664
The Witcher,PC,2007,Role-Playing,Atari,0,50000,0,64,7,13,51,7745
Silly Bandz: Play The Craze,DS,2010,Puzzle,Deep Silver,100000,0,0,63,5,4,115,6611
Germany's Next Topmodel 2011,Wii,2011,Simulation,7G//AMES,0,20000,0,51,9,25,8,2691
GA - Geijutsuka Art Design Class: Slapstick Wonder Land,PSP,2010,Adventure,Russel,0,0,20000,90,1,18,395,2594
Chuck E. Cheese's Party Games,DS,2010,Misc,UFO Interactive,170000,0,0,70,3,4,473,1123
Barbie and Her Sisters Puppy Rescue,WiiU,2015,Action,Namco Bandai Games,0,10000,0,67,0,26,317,501
Championship Foosball,Wii,2008,Sports,505 Games,90000,0,0,58,10,25,6,1059
Dark Summit,XB,2001,Sports,THQ,80000,20000,0,77,10,28,442,1442
Real Heroes: Firefighter,Wii,2009,Action,Rondomedia,560000,40000,0,88,0,25,394,5949
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PSP,2007,Action,Activision,230000,260000,0,49,0,18,21,7996
Imagine: Ice Champions,DS,2007,Sports,Spike,150000,0,0,59,10,4,420,3283
NCAA March Madness 07,X360,2007,Sports,Electronic Arts,190000,0,0,40,10,27,131,4942
The Idolmaster 2,X360,2011,Simulation,Namco Bandai Games,0,0,50000,58,9,27,317,7536
Classic Dungeon X2,PSP,2011,Role-Playing,Nippon Ichi Software,0,0,50000,90,7,18,332,1146
Far Cry 3,PC,2012,Shooter,Ubisoft,220000,620000,0,45,8,13,474,2309
Final Approach 2: 1st Priority,PS2,2008,Adventure,Princess Soft,0,0,20000,88,1,15,376,2379
Board Game Classics,GBA,2005,Misc,"Destination Software, Inc",60000,20000,0,86,3,6,116,733
LEGO Racers,PS,1999,Racing,LEGO Media,200000,140000,0,64,6,14,255,3898
Start the Party!,PS3,2010,Misc,Sony Computer Entertainment,70000,410000,0,46,3,16,414,6981
H2O+: Footprints in the Sand,PS2,2008,Adventure,Kadokawa Shoten,0,0,10000,85,1,15,245,2926
Pac-Man Party,Wii,2010,Misc,Namco Bandai Games,470000,80000,10000,88,3,25,317,5373
Guilty Gear XX Accent Core Plus,PSP,2008,Fighting,PQube,30000,10000,40000,85,2,18,351,2877
Time Crisis 3,PS2,2003,Shooter,Namco Bandai Games,300000,230000,0,66,8,15,317,7799
Angelique Trois,PS2,2000,Adventure,Tecmo Koei,0,0,60000,66,1,15,452,264
Roadsters 99,N64,1999,Racing,Titus,60000,130000,0,81,6,10,461,6091
NBA 2K6,PS2,2005,Action,Take-Two Interactive,430000,340000,0,94,0,15,448,4857
Zwei!!,PSP,2008,Role-Playing,Falcom Corporation,0,0,20000,63,7,18,148,8758
SpongeBob SquarePants: Plankton's Robotic Revenge,3DS,2013,Shooter,Activision,0,60000,0,45,8,2,21,6865
Juiced,XB,2005,Racing,THQ,130000,40000,0,41,6,28,442,3558
Valkyria Chronicles,PS3,2008,Role-Playing,Sega,710000,190000,240000,47,7,16,406,8178
Nicktoons: Battle for Volcano Island,GC,2015,Action,Unknown,220000,60000,0,45,0,7,478,5178
Grand Slam Tennis 2,PS3,2012,Sports,Electronic Arts,90000,100000,0,44,10,16,131,2816
7 Wonders II,DS,2009,Puzzle,Rondomedia,130000,150000,0,62,5,4,394,67
Warhawk,PS3,2007,Simulation,Sony Computer Entertainment,490000,390000,0,97,9,16,414,8333
LEGO Batman: The Videogame,X360,2008,Action,Warner Bros. Interactive Entertainment,2040000,1020000,0,85,0,27,495,3880
Dark Void,PC,2010,Action,Capcom,0,10000,0,78,0,13,82,1444
Road Rash 64,N64,1999,Racing,THQ,190000,50000,0,62,6,10,442,6084
Conflict: Desert Storm,PS2,2002,Shooter,Gotham Games,980000,530000,0,68,8,15,188,1235
Naxat Soft Reachmania Vol. 1: CR Galaxy Angel,PS2,2008,Misc,Naxat Soft,0,0,10000,57,3,15,320,5106
Battlestations: Midway,PC,2007,Strategy,Eidos Interactive,0,10000,0,87,11,13,130,585
Brave Fencer Musashi,PS,1998,Role-Playing,SquareSoft,250000,170000,650000,75,7,14,423,805
FlatOut: Head On,PSP,2008,Racing,Empire Interactive,130000,100000,0,80,6,18,134,2454
Namco Classic Fighter Collection,PS2,2008,Fighting,Namco Bandai Games,80000,60000,0,40,2,15,317,5031
BloodRayne,XB,2002,Shooter,Universal Interactive,160000,50000,0,92,8,28,477,724
National Geographic Panda (US sales),DS,2008,Simulation,Ubisoft,40000,0,0,96,9,4,474,5097
Fantastic Four: Rise of the Silver Surfer,PS2,2007,Action,Take-Two Interactive,190000,150000,0,45,0,15,448,2302
Test Drive Unlimited,X360,2006,Racing,Atari,230000,40000,20000,60,6,27,51,7408
ECW Hardcore Revolution,N64,2000,Fighting,Acclaim Entertainment,180000,40000,0,54,2,10,17,2039
Magical Vacation,GBA,2001,Role-Playing,Nintendo,0,0,260000,75,7,6,329,4172
Mini-Yonku GB: Let's & Go!!,GB,1997,Strategy,ASCII Entertainment,0,0,370000,73,11,5,13,4526
Dragon Quest Monsters: Joker,DS,2006,Role-Playing,Square Enix,230000,20000,1490000,80,7,4,422,1887
Xenogears,PS,1998,Role-Playing,SquareSoft,290000,190000,890000,76,7,14,423,8598
New Super Luigi U,WiiU,2013,Platform,Nintendo,1250000,620000,180000,67,4,26,329,5158
EA Sports Active: More Workouts,Wii,2009,Sports,Electronic Arts,760000,270000,0,91,10,25,131,2034
Fernbus Simulator,PC,2016,Simulation,Aerosoft,0,10000,0,75,9,13,25,2353
LEGO Jurassic World,XOne,2015,Action,Warner Bros. Interactive Entertainment,380000,220000,0,64,0,29,495,3891
Rock 'N' Roll Adventures,Wii,2007,Platform,Popcorn Arcade,20000,0,0,67,4,25,375,6109
LEGO The Lord of the Rings,PSV,2012,Action,Warner Bros. Interactive Entertainment,90000,130000,0,66,0,19,495,3907
Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,PSP,2011,Adventure,Alchemist,0,0,30000,50,1,18,30,3625
MLB 12: The Show,PS3,2012,Sports,Sony Computer Entertainment,860000,0,0,54,10,16,414,4085
Monster Hunter Frontier Online,PS3,2011,Role-Playing,Unknown,0,0,50000,52,7,16,478,4624
Peak Performance,PS,1997,Racing,JVC,20000,10000,0,78,6,14,236,5441
Cars,PS2,2006,Racing,THQ,1010000,40000,0,47,6,15,442,997
Red Faction,PS2,2001,Shooter,THQ,760000,960000,0,68,8,15,442,5970
LEGO Indiana Jones: The Original Adventures,DS,2008,Action,Activision,1400000,590000,0,79,0,4,21,3889
Ski Region Simulator,PC,2011,Simulation,Excalibur Publishing,0,50000,0,92,9,13,145,6670
Super Mario Maker,WiiU,2015,Platform,Nintendo,1180000,890000,940000,44,4,26,329,7131
Pro Fishing Challenge,XB,2004,Sports,Atlus,20000,0,0,83,10,28,53,5733
WWE SmackDown vs. Raw 2011,PS3,2010,Fighting,THQ,440000,460000,10000,84,2,16,442,8286
Yogi Bear: The Video Game,DS,2010,Action,D3Publisher,100000,30000,0,74,0,4,104,8628
Carmen Sandiego: The Secret of the Stolen Drums,PS2,2004,Action,BAM! Entertainment,30000,20000,0,55,0,15,58,989
Tony Hawk: RIDE,Wii,2009,Sports,Activision,690000,170000,0,43,10,25,21,7918
Manhunt,XB,2004,Action,Take-Two Interactive,140000,40000,0,83,0,28,448,4218
Tom Clancy's Ghost Recon 2,XB,2004,Shooter,Ubisoft,860000,450000,0,43,8,28,474,7859
Tokyo Xtreme Racer Advance,GBA,2005,Racing,Crave Entertainment,40000,20000,0,71,6,6,96,7853
To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,PSP,2008,Adventure,Marvelous Interactive,0,0,30000,92,1,18,277,7823
Battle Arena Toshinden 2,PS,1995,Fighting,Sony Computer Entertainment,150000,100000,410000,65,2,14,414,545
Biker Mice From Mars,DS,2007,Racing,Game Factory,30000,0,0,82,6,4,172,647
Lips: Number One Hits,X360,2009,Misc,Microsoft Game Studios,150000,340000,0,44,3,27,296,3973
Hatsune Miku: Project Diva f,PSV,2012,Misc,Sega,0,0,230000,91,3,19,406,3048
MLB SlugFest 2006,XB,2006,Sports,Midway Games,40000,10000,0,65,10,28,298,4101
Just Dance 2015,PS4,2014,Misc,Ubisoft,190000,130000,0,59,3,17,474,3586
Castrol Honda Superbike Racing,PS,1998,Racing,THQ,70000,50000,0,41,6,14,442,1034
Dreamer Series: Top Model,DS,2009,Simulation,DreamCatcher Interactive,100000,0,0,98,9,4,123,1942
SpongeBob SquarePants: Battle for Bikini Bottom,GBA,2003,Platform,THQ,880000,330000,0,66,4,6,442,6859
Killer Instinct,SNES,1995,Fighting,Nintendo,2260000,720000,120000,91,2,22,329,3738
The Book of Unwritten Tales 2,WiiU,2016,Adventure,Nordic Games,0,10000,0,78,1,26,337,7451
We Sing Robbie Williams,Wii,2010,Misc,Nordic Games,0,180000,0,69,3,25,337,8366
Ski-Doo Snowmobile Challenge,Wii,2009,Racing,Valcon Games,80000,0,0,51,6,25,479,6671
MXGP 2,PC,2016,Racing,Milestone S.r.l.,0,10000,0,42,6,13,300,4124
Disney Infinity 2.0: Marvel Super Heroes,WiiU,2014,Action,Disney Interactive Studios,370000,220000,0,89,0,26,121,1670
Agatha Christie's The ABC Murders,PS4,2016,Adventure,Microids,10000,10000,0,55,1,17,294,149
Marvel Super Hero Squad: Comic Combat,PS3,2011,Action,THQ,110000,50000,0,74,0,16,442,4280
Conflict: Desert Storm II - Back to Bagdhad,PS2,2003,Shooter,SCi,380000,290000,0,94,8,15,397,1236
Chessmaster: The Art of Learning,PSP,2008,Misc,Ubisoft,110000,0,0,89,3,18,474,1084
Assassin's Creed: Bloodlines,PSP,2009,Action,Ubisoft,430000,470000,50000,73,0,18,474,385
Rock Band 3,PS3,2010,Misc,MTV Games,430000,80000,0,73,3,16,268,6112
Are You Smarter than a 5th Grader? Make the Grade,Wii,2008,Misc,THQ,500000,0,0,67,3,25,442,325
Heroes of Ruin,3DS,2012,Role-Playing,Nintendo,130000,70000,0,54,7,2,329,3094
Are You Smarter than a 5th Grader? Game Time,DS,2009,Puzzle,THQ,220000,0,0,76,5,4,442,324
Sakura Wars GB,GB,2000,Adventure,Media Factory,0,0,140000,96,1,5,285,6295
Disney's Brother Bear,GBA,2003,Action,THQ,280000,100000,0,56,0,6,442,1695
Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,PSP,2012,Action,Idea Factory,0,0,20000,89,0,18,215,6786
Puchi Puchi Virus,DS,2007,Puzzle,Jaleco,70000,0,0,79,5,4,238,5783
Forgotten Realms: Demon Stone,XB,2004,Action,Atari,60000,20000,0,61,0,28,51,2488
Bratz: Forever Diamondz,PS2,2006,Adventure,THQ,10000,10000,0,56,1,15,442,800
Daigasso! Band Brothers P,3DS,2013,Misc,Nintendo,0,0,180000,56,3,2,329,1378
Golf,NES,1984,Sports,Nintendo,1220000,280000,2460000,46,10,11,329,2790
Hard Rock Casino,PSP,2007,Misc,Oxygen Interactive,120000,0,0,80,3,18,348,2995
Burstrick: Wake Boarding!!,PS,2000,Sports,Natsume,150000,100000,0,81,10,14,318,870
Cardfight!! Vanguard: Ride to Victory,3DS,2013,Misc,FuRyu,0,0,90000,83,3,2,158,984
FIFA 14,PS3,2013,Sports,Electronic Arts,780000,4240000,70000,54,10,16,131,2216
Links 2004,XB,2003,Sports,Microsoft Game Studios,210000,60000,0,73,10,28,296,3970
Octomania,Wii,2007,Puzzle,Midas Interactive Entertainment,60000,0,0,64,5,25,297,5259
Macross 30: Ginga o Tsunagu Utagoe,PS3,2013,Shooter,Namco Bandai Games,0,0,100000,85,8,16,317,4131
MX SuperFly featuring Ricky Carmichael,XB,2002,Racing,THQ,70000,20000,0,64,6,28,442,4114
Paws & Claws: Dogs & Cats Best Friends,DS,2007,Simulation,THQ,460000,10000,0,42,9,4,442,5433
Mat Hoffman's Pro BMX 2,GC,2002,Sports,Activision,30000,10000,0,84,10,7,21,4305
Tomb Raider: Legend,PS2,2006,Action,Eidos Interactive,250000,190000,20000,95,0,15,130,7894
WWE SmackDown vs. RAW 2007,X360,2006,Fighting,THQ,440000,30000,0,76,2,27,442,8283
Conker's Bad Fur Day,N64,2001,Platform,THQ,530000,220000,0,67,4,10,442,1239
Rock Band Track Pack: Classic Rock,PS2,2009,Misc,MTV Games,100000,80000,0,51,3,15,268,6118
Hirameki Action: Chibikko Wagyan no Daiki na Bouken,DS,2009,Action,Namco Bandai Games,0,0,10000,92,0,4,317,3129
Frogs And Flies,2600,1981,Action,Mattel Interactive,330000,20000,0,86,0,0,281,2542
Mario Golf: Toadstool Tour,GC,2003,Sports,Nintendo,1090000,150000,250000,99,10,7,329,4240
Cloudy With a Chance of Meatballs,PS3,2009,Platform,Ubisoft,90000,10000,0,48,4,16,474,1166
Big Bass Fishing,PS,2002,Action,Take-Two Interactive,0,0,20000,72,0,14,448,636
Grand Theft Auto IV,PC,2008,Action,Take-Two Interactive,10000,790000,0,57,0,13,448,2820
Taito Legends,PS2,2005,Misc,Empire Interactive,60000,40000,0,88,3,15,134,7299
Jurassic: The Hunted,Wii,2009,Shooter,Activision,140000,0,0,64,8,25,21,3579
Imagine: Wedding Designer,DS,2008,Simulation,Ubisoft,550000,590000,0,54,9,4,474,3297
Galaxy Angel II: Eigou Kaiki no Koku,PS2,2009,Strategy,Broccoli,0,0,20000,94,11,15,75,2619
Gauntlet: Seven Sorrows,XB,2005,Role-Playing,Midway Games,140000,40000,0,73,7,28,298,2666
Let's TAP,Wii,2008,Misc,Sega,80000,60000,10000,81,3,25,406,3960
LocoRoco,PSP,2006,Platform,Sony Computer Entertainment,140000,40000,160000,88,4,18,414,4002
Zathura,XB,2005,Adventure,Take-Two Interactive,20000,0,0,64,1,28,448,8713
UK Truck Simulator,PC,2010,Simulation,Unknown,0,30000,0,54,9,13,478,8091
Animal Crossing: Amiibo Festival,WiiU,2015,Misc,Nintendo,190000,110000,90000,87,3,26,329,274
Valhalla Knights 2: Battle Stance,PSP,2009,Role-Playing,Marvelous Interactive,0,0,40000,63,7,18,277,8176
Attack on Titan (KOEI),PS4,2016,Action,Tecmo Koei,40000,110000,110000,46,0,17,452,427
Smart Girl's Party Game,DS,2008,Misc,505 Games,310000,0,0,73,3,4,6,6703
Mario Tennis: Power Tour,GBA,2005,Sports,Nintendo,240000,90000,190000,81,10,6,329,4267
Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,SNES,1996,Puzzle,Compile,0,0,20000,62,5,22,92,7147
Pac-Man World Rally,PS2,2006,Racing,Namco Bandai Games,10000,10000,0,93,6,15,317,5380
Monster High 13 Wishes,WiiU,2013,Action,Little Orbit,20000,0,0,78,0,26,263,4613
Casper's Scare School: Spooky Sports Day,Wii,2009,Sports,Blast! Entertainment Ltd,20000,0,0,59,10,25,70,1014
Enthusia Professional Racing,PS2,2005,Racing,Konami Digital Entertainment,70000,60000,0,92,6,15,254,2119
Aikatsu! 2-nin no My Princess,3DS,2013,Action,Namco Bandai Games,0,0,260000,63,0,2,317,166
Winning Eleven: Pro Evolution Soccer 2007,DS,2006,Sports,Konami Digital Entertainment,0,0,170000,91,10,4,254,8422
Age of Empires III: Gold Edition,PC,2007,Strategy,Microsoft Game Studios,0,20000,0,93,11,13,296,158
Handball 16,PS3,2015,Sports,Bigben Interactive,0,20000,0,68,10,16,67,2978
Pokemon Box: Ruby & Sapphire,GC,2003,Misc,Nintendo,0,0,270000,58,3,7,329,5588
Greg Hastings Paintball 2,Wii,2010,Shooter,505 Games,110000,0,0,83,8,25,6,2841
Smurf: Rescue In Gargamel's Castle,2600,1981,Action,Coleco,550000,30000,0,76,0,0,90,6713
Metal Slug XX,PSP,2009,Shooter,DHM Interactive,30000,0,0,54,8,18,105,4467
FIFA Soccer 10,PS2,2009,Sports,Electronic Arts,230000,240000,0,63,10,15,131,2226
Dragon Booster,DS,2005,Shooter,Konami Digital Entertainment,20000,0,0,89,8,4,254,1874
FIFA Soccer 2002,PS2,2001,Sports,Electronic Arts,310000,240000,0,94,10,15,131,2229
Medal of Honor,PS3,2010,Shooter,Electronic Arts,1280000,1040000,70000,53,8,16,131,4337
New Play Control! Pikmin 2,Wii,2009,Strategy,Nintendo,110000,130000,330000,54,11,25,329,5156
Yu-Gi-Oh! GX: Tag Force 2,PSP,2007,Strategy,Konami Digital Entertainment,30000,190000,100000,92,11,18,254,8680
Nickelodeon Dance,X360,2011,Misc,Take-Two Interactive,80000,20000,0,55,3,27,448,5172
Yume Neko DS,DS,2008,Simulation,Sega,0,0,20000,100,9,4,406,8695
Amagami,PS2,2009,Adventure,Enterbrain,0,0,130000,70,1,15,138,241
Just Dance 3,X360,2011,Misc,Ubisoft,1470000,390000,0,88,3,27,474,3590
Arcania: Gothic 4,X360,2010,Role-Playing,JoWood Productions,40000,40000,10000,47,7,27,240,317
WWF SmackDown! Just Bring It,PS2,2001,Fighting,THQ,1190000,1150000,40000,67,2,15,442,8297
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,PSV,2012,Adventure,ChunSoft,0,0,30000,79,1,19,84,3871
The Sims 2: Happy Holiday Stuff,PC,2006,Simulation,Electronic Arts,10000,10000,0,84,9,13,131,7681
Angry Birds Star Wars,PS4,2013,Strategy,Activision,100000,80000,0,40,11,17,21,268
Street Fighter Alpha 2,SNES,1996,Fighting,Nintendo,0,0,170000,82,2,22,329,7011
iCarly,Wii,2009,Adventure,Activision,420000,0,0,96,1,25,21,8768
Mortal Kombat,PC,1994,Fighting,Acclaim Entertainment,20000,0,0,84,2,13,17,4663
Dawn of Discovery,DS,2009,Simulation,Ubisoft,70000,30000,0,88,9,4,474,1465
F.E.A.R. 3,PS3,2011,Shooter,Warner Bros. Interactive Entertainment,210000,160000,10000,58,8,16,495,2192
Tiny Toon Adventures: Toonenstein - Dare to Scare,PS,1998,Action,Swing! Entertainment,30000,20000,0,88,0,14,433,7814
Grand Theft Auto 2,PS,1998,Action,Take-Two Interactive,1130000,2070000,0,66,0,14,448,2818
Wizardry VII: Gadeia no Houshu,PS,1995,Role-Playing,Sony Computer Entertainment,0,0,140000,57,7,14,414,8460
Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,PS2,2008,Misc,Hackberry,0,0,30000,80,3,15,198,5391
Baldur's Gate: Dark Alliance,GBA,2004,Role-Playing,"Destination Software, Inc",20000,10000,0,87,7,6,116,479
Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,PSP,2010,Adventure,Idea Factory,0,0,30000,67,1,18,215,6728
"NewU Fitness First Mind Body, Yoga & Pilates Workout",Wii,2010,Sports,Black Bean Games,120000,10000,0,54,10,25,68,5163
