Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Critic_Score
Star Trek: The Game,PS3,2013.0,Action,Namco Bandai Games,0.1,0.1,0.0,74.0
Army of Two: The 40th Day,PS3,2010.0,Shooter,Electronic Arts,0.44,0.27,0.01,74.0
Skylanders: Spyro's Adventure,3DS,2011.0,Action,Activision,0.32,0.2,0.0,82.0
Porky's,2600,1982.0,Action,20th Century Fox Video Games,0.23,0.01,0.0,71.0
Romance of the Three Kingdoms X,PS2,2005.0,Strategy,Tecmo Koei,0.04,0.03,0.0,71.0
Kidz Sports: Crazy Golf,Wii,2008.0,Sports,Data Design Interactive,0.11,0.0,0.0,71.0
Call of Juarez,X360,2007.0,Shooter,Ubisoft,0.14,0.02,0.0,71.0
Under the Skin,PS2,2004.0,Action,Capcom,0.01,0.01,0.0,55.0
Disney's A Christmas Carol,DS,2009.0,Adventure,Disney Interactive Studios,0.21,0.01,0.0,66.0
Touch Detective 2 1/2,DS,2007.0,Adventure,505 Games,0.09,0.0,0.01,67.0
Codename: Panzers Phase Two,PC,2005.0,Strategy,CDV Software Entertainment,0.0,0.01,0.0,80.0
DC Universe Online,PC,2011.0,Role-Playing,Sony Online Entertainment,0.16,0.06,0.0,72.0
Viewtiful Joe: Double Trouble!,DS,2005.0,Action,Capcom,0.08,0.0,0.01,78.0
My First Songs,Wii,2010.0,Misc,Mindscape,0.0,0.06,0.0,78.0
Ridge Racer 7,PS3,2006.0,Racing,Namco Bandai Games,0.24,0.7,0.16,78.0
Shaun White Snowboarding,PS2,2008.0,Sports,Ubisoft,0.15,0.12,0.0,65.0
Syphon Filter: The Omega Strain,PS2,2004.0,Shooter,Sony Computer Entertainment,0.37,0.29,0.0,65.0
Hyperdimension Neptunia Re;Birth 3,PSV,2014.0,Action,Idea Factory International,0.04,0.02,0.0,53.0
Rosco McQueen: Firefighter Extreme,PS,1997.0,Action,Sony Computer Entertainment,0.05,0.04,0.0,53.0
Music Maker,PS2,2001.0,Misc,Magix,0.15,0.12,0.0,53.0
James Patterson Women's Murder Club: Games of Passion,DS,2009.0,Adventure,THQ,0.15,0.22,0.0,53.0
Jam With the Band,DS,2008.0,Misc,Nintendo,0.0,0.0,0.51,76.0
Hydro Thunder,N64,2000.0,Racing,Midway Games,0.13,0.03,0.0,76.0
NHL 07,PSP,2006.0,Sports,Electronic Arts,0.13,0.02,0.0,76.0
Mobile Suit Gundam 00: Gundam Meisters,PS2,2008.0,Action,Namco Bandai Games,0.0,0.0,0.06,60.0
Let's Pilates!,DS,2007.0,Misc,Konami Digital Entertainment,0.02,0.0,0.0,60.0
Sonic Unleashed,X360,2008.0,Platform,Sega,0.54,0.32,0.0,60.0
Ivy the Kiwi?,DS,2010.0,Puzzle,Rising Star Games,0.04,0.0,0.0,69.0
Terraria,WiiU,2016.0,Action,505 Games,0.0,0.03,0.0,82.0
Pachinko Kaou: Misora Hibari,PS2,2007.0,Misc,Hackberry,0.0,0.0,0.02,82.0
Aria: The Origination ~Aoi Wakusei no El Cielo~,PS2,2008.0,Adventure,Alchemist,0.0,0.0,0.02,82.0
Poker for Dummies,PC,2008.0,Misc,Electronic Arts,0.0,0.01,0.0,82.0
Young Justice: Legacy,3DS,2013.0,Action,Namco Bandai Games,0.03,0.0,0.0,82.0
Pro Evolution Soccer 2013,PS3,2012.0,Sports,Konami Digital Entertainment,0.18,0.63,0.49,82.0
Rocksmith,PC,2007.0,Misc,Unknown,0.06,0.04,0.0,78.0
Tomb Raider: Anniversary,Wii,2007.0,Action,Eidos Interactive,0.12,0.62,0.0,73.0
Assassin's Creed: Altair's Chronicles,DS,2008.0,Platform,Ubisoft,0.03,0.01,0.0,58.0
Tokimeki no Houkago,PS,1998.0,Misc,Konami Digital Entertainment,0.0,0.0,0.06,84.0
Microsoft Train Simulator,PC,2001.0,Simulation,Microsoft Game Studios,0.0,0.04,0.0,84.0
Total Immersion Racing,PS2,2002.0,Racing,Empire Interactive,0.05,0.04,0.0,59.0
Army of Two: The Devil's Cartel,PS3,2013.0,Shooter,Electronic Arts,0.11,0.11,0.01,58.0
FlatOut 2,PS2,2006.0,Racing,Empire Interactive,0.08,0.06,0.0,73.0
Viva Pinata,PC,2007.0,Simulation,Microsoft Game Studios,0.0,0.02,0.0,78.0
echochrome,PSP,2008.0,Puzzle,Sony Computer Entertainment,0.0,0.01,0.08,79.0
Bust-A-Bloc,PS2,2002.0,Puzzle,Midas Interactive Entertainment,0.0,0.0,0.05,61.0
Green Lantern: Rise of the Manhunters,PS3,2011.0,Action,Warner Bros. Interactive Entertainment,0.09,0.05,0.0,61.0
Handball 16,PS4,2015.0,Sports,Bigben Interactive,0.0,0.05,0.0,78.0
2002 FIFA World Cup,GC,2002.0,Sports,Electronic Arts,0.04,0.01,0.0,78.0
Titanic Mystery,Wii,2010.0,Puzzle,O-Games,0.02,0.0,0.0,58.0
Futurama,XB,2003.0,Platform,SCi,0.03,0.01,0.0,58.0
Denki Blocks!,GBA,2001.0,Puzzle,Rage Software,0.03,0.01,0.0,79.0
Warpath: Jurassic Park,PS,1998.0,Fighting,Electronic Arts,0.15,0.1,0.0,79.0
Just Dance 2016,PS3,2015.0,Misc,Ubisoft,0.1,0.06,0.0,79.0
Tales of Berseria,PS4,2016.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.23,79.0
Pet Zombies,3DS,2005.0,Simulation,Majesco Entertainment,0.18,0.0,0.0,79.0
Big Mutha Truckers,GBA,2005.0,Racing,Zoo Digital Publishing,0.03,0.01,0.0,79.0
Xenoblade Chronicles,3DS,2015.0,Role-Playing,Nintendo,0.27,0.14,0.12,79.0
Choro Q3,PS,1998.0,Racing,Takara,0.0,0.0,0.24,79.0
NASCAR Heat Evolution,XOne,2016.0,Racing,Dusenberry Martin Racing,0.03,0.0,0.0,79.0
Dynasty Tactics,PS2,2002.0,Strategy,Tecmo Koei,0.06,0.05,0.16,79.0
LEGO Star Wars II: The Original Trilogy,GC,2006.0,Action,LucasArts,0.75,0.19,0.0,84.0
ParaWorld,PC,2006.0,Strategy,Deep Silver,0.0,0.02,0.0,71.0
Virtua Tennis: World Tour (jp sales),PSP,2005.0,Sports,Sega,0.0,0.0,0.02,72.0
Sled Storm,PS,1998.0,Racing,Electronic Arts,0.9,0.61,0.0,72.0
Thrillville: Off the Rails,PSP,2007.0,Strategy,LucasArts,0.09,0.0,0.0,72.0
Infinite Stratos 2: Love and Purge,PSV,2015.0,Action,5pb,0.0,0.0,0.01,33.0
Monster Trucks DS,DS,2005.0,Racing,Majesco Entertainment,0.07,0.0,0.0,33.0
Rock Band Country Track Pack 2,PS3,2011.0,Misc,MTV Games,0.07,0.0,0.0,61.0
Dead Island: Riptide,PC,2000.0,Action,Deep Silver,0.0,0.07,0.0,61.0
Sega GT,DC,2000.0,Racing,Sega,0.0,0.0,0.13,84.0
Darksiders II,X360,2012.0,Action,THQ,0.45,0.27,0.0,83.0
RACE On,PC,2009.0,Racing,bitComposer Games,0.0,0.03,0.0,73.0
Pokemon Channel,GC,2003.0,Adventure,Nintendo,0.24,0.06,0.07,55.0
Payday 2,PC,2013.0,Shooter,505 Games,0.04,0.0,0.0,79.0
Atelier Firis: The Alchemist of the Mysterious Journey,PSV,2016.0,Role-Playing,Tecmo Koei,0.0,0.0,0.02,89.0
Fable II,X360,2008.0,Role-Playing,Microsoft Game Studios,2.51,1.24,0.11,89.0
FIFA 12,Wii,2011.0,Sports,Electronic Arts,0.15,0.5,0.0,51.0
Harry Potter and the Order of the Phoenix,DS,2007.0,Action,Electronic Arts,0.28,0.46,0.0,51.0
Um Jammer Lammy,PS,1998.0,Misc,Sony Computer Entertainment,0.12,0.08,0.41,79.0
Meru Purana,PS,1996.0,Strategy,Gust,0.0,0.0,0.01,79.0
Medabots: Metabee,GBA,2002.0,Role-Playing,Natsume,0.04,0.01,0.0,79.0
The Darkness II,PS3,2012.0,Shooter,Take-Two Interactive,0.14,0.13,0.0,79.0
Robotech: Battlecry,GC,2002.0,Shooter,TDK Mediactive,0.13,0.03,0.0,74.0
MotionSports: Adrenaline,PS3,2011.0,Sports,Ubisoft,0.08,0.05,0.0,57.0
Yu-Gi-Oh! Forbidden Memories (JP sales),PS,1999.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.45,57.0
4 Play Collection - Dark Mysteries,PC,2014.0,Misc,Avanquest Software,0.0,0.01,0.0,57.0
NFL Quarterback Club 2000,N64,1999.0,Sports,Acclaim Entertainment,0.37,0.03,0.0,57.0
Reel Fishing Paradise 3D,3DS,2011.0,Sports,Marvelous Interactive,0.12,0.0,0.06,57.0
Barnyard Blast: Swine of the Night,DS,2008.0,Platform,Big Ben Interactive,0.02,0.0,0.0,69.0
WWE 2K17,PS4,2016.0,Sports,Take-Two Interactive,0.17,0.34,0.0,69.0
Metal Gear Solid HD Edition,PSV,2012.0,Action,Konami Digital Entertainment,0.12,0.16,0.05,64.0
Tour de France 2014,PS3,2014.0,Sports,Focus Home Interactive,0.0,0.01,0.0,64.0
Killer is Dead,PS3,2013.0,Action,Deep Silver,0.12,0.03,0.05,64.0
Cabela's Dangerous Hunts: Ultimate Challenge,PSP,2006.0,Sports,Activision Value,0.06,0.0,0.0,76.0
Vitamin Z Revolution,PSP,2010.0,Adventure,D3Publisher,0.0,0.0,0.02,76.0
Green Day: Rock Band,PS3,2010.0,Misc,MTV Games,0.19,0.15,0.0,76.0
Lego Batman 3: Beyond Gotham,PS3,2014.0,Action,Warner Bros. Interactive Entertainment,0.33,0.28,0.0,81.0
Simple DS Series Vol. 42: The Haioku Byoutou,DS,2008.0,Adventure,D3Publisher,0.0,0.0,0.02,81.0
SingStar,PS2,2004.0,Misc,Sony Computer Entertainment,0.0,1.37,0.0,81.0
Pucca Power Up,DS,2011.0,Platform,Rising Star Games,0.04,0.01,0.0,81.0
Amnesia Later,PSV,2014.0,Misc,Idea Factory,0.0,0.0,0.01,81.0
Hiiro no Kakera: Shin Tamayori Hime Denshou Portable,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.01,81.0
Def Jam Vendetta,GC,2003.0,Fighting,Electronic Arts,0.19,0.05,0.0,81.0
Def Jam Icon,X360,2007.0,Action,Electronic Arts,0.3,0.01,0.0,69.0
Harukanaru Toki no Naka de 5: Kazahanaki,PSP,2012.0,Role-Playing,Ackkstudios,0.0,0.0,0.03,85.0
Monopoly Party,XB,2002.0,Misc,Infogrames,0.14,0.04,0.0,85.0
Busy Scissors,Wii,2010.0,Simulation,Little Orbit,0.08,0.0,0.0,85.0
Dragon Age: Inquisition,PC,2014.0,Role-Playing,Electronic Arts,0.33,0.34,0.0,85.0
Arctic Tale,DS,2007.0,Adventure,Zoo Digital Publishing,0.13,0.0,0.0,38.0
The Mummy,GBA,2002.0,Action,Ubisoft,0.01,0.0,0.0,72.0
Disney's Lilo & Stitch,GBA,2002.0,Platform,Ubisoft,0.77,0.29,0.0,68.0
Major League Baseball 2K12,PS3,2012.0,Sports,Take-Two Interactive,0.18,0.0,0.0,68.0
Piglet's Big Game,GBA,2003.0,Platform,THQ,0.04,0.01,0.0,74.0
Pirates: The Legend of Black Kat,XB,2002.0,Adventure,Electronic Arts,0.05,0.01,0.0,74.0
Metroid Prime 2: Echoes,GC,2004.0,Shooter,Nintendo,0.87,0.35,0.07,92.0
Thunder Force V: Perfect System,PS,1998.0,Shooter,TechnoSoft,0.03,0.02,0.0,65.0
K-1 Revenge,PS,1997.0,Fighting,Xing Entertainment,0.04,0.03,0.16,65.0
I'm A Celebrity: Get Me Out of Here!,Wii,2009.0,Misc,Mindscape,0.0,0.16,0.0,65.0
World Sports Competition,PS3,2009.0,Sports,Hudson Soft,0.02,0.0,0.0,65.0
HOP,DS,2011.0,Platform,505 Games,0.08,0.01,0.0,65.0
Iron Chef America: Supreme Cuisine,DS,2008.0,Simulation,Destineer,0.18,0.0,0.0,65.0
Afro Samurai,PS3,2009.0,Action,Atari,0.12,0.05,0.0,65.0
Kekkon: Marriage,SAT,1995.0,Adventure,Shogakukan,0.0,0.0,0.06,72.0
Zombi Daisuki,DS,2011.0,Action,ChunSoft,0.0,0.0,0.04,72.0
F1 2016 (Codemasters),XOne,2016.0,Racing,Codemasters,0.03,0.08,0.0,72.0
Tokobot,PSP,2005.0,Platform,Take-Two Interactive,0.06,0.0,0.0,72.0
Marvel Nemesis: Rise of the Imperfects,PS2,2005.0,Fighting,Electronic Arts,0.64,0.02,0.0,53.0
Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,PSP,2007.0,Shooter,Namco Bandai Games,0.0,0.0,0.12,79.0
RIGS: Mechanized Combat League,PS4,2016.0,Action,Sony Computer Entertainment,0.03,0.05,0.01,79.0
Dragon Ball GT: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,5pb,0.12,0.05,0.0,52.0
11eyes: CrossOver,PSP,2010.0,Adventure,5pb,0.0,0.0,0.02,52.0
World of Dragon Warrior - Torneko: The Last Hope,PS,1999.0,Role-Playing,Enix Corporation,0.02,0.01,0.58,52.0
Sniper: Ghost Warrior 2,PS3,2013.0,Shooter,City Interactive,0.05,0.18,0.03,52.0
Konami Classics Vol. 1,X360,2009.0,Misc,Konami Digital Entertainment,0.08,0.0,0.0,51.0
Trivial Pursuit unhinged,PS2,2004.0,Misc,Atari,0.09,0.07,0.0,51.0
Pretty Cure All Stars Everyone Gather ? Let's Dance!,Wii,2013.0,Misc,Namco Bandai Games,0.0,0.0,0.05,70.0
Festa!! Hyper Girls Party,PS2,2006.0,Adventure,KID,0.0,0.0,0.01,70.0
Great Party Games,Wii,2010.0,Misc,O-Games,0.0,0.07,0.0,70.0
Harvest Moon: A Wonderful Life Special Edition,PS2,2004.0,Simulation,505 Games,0.09,0.07,0.0,70.0
Time Crisis,PS,1997.0,Shooter,Namco Bandai Games,0.38,0.87,0.33,70.0
Dungeon Maker: Hunting Ground,PSP,2006.0,Role-Playing,Global A Entertainment,0.03,0.0,0.0,70.0
Root Double: Before Crime After Days,X360,2012.0,Action,Yeti,0.0,0.0,0.01,39.0
Jr. Pac-Man,2600,1983.0,Puzzle,Atari,0.72,0.05,0.0,39.0
Ben 10 Ultimate Alien: Cosmic Destruction,DS,2010.0,Platform,D3Publisher,0.22,0.08,0.0,39.0
Raven Squad: Operation Hidden Dagger,PC,2009.0,Shooter,Evolved Games,0.02,0.0,0.0,39.0
Yakuman,GB,1989.0,Misc,Nintendo,0.0,0.0,1.28,47.0
Petz: Dogz Family,PSP,2009.0,Simulation,Ubisoft,0.05,0.02,0.0,47.0
SimCity 2000,SNES,1995.0,Simulation,THQ,0.0,0.0,0.49,47.0
Strike Force Bowling,GC,2005.0,Sports,Crave Entertainment,0.05,0.01,0.0,47.0
Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,PSV,2015.0,Adventure,dramatic create,0.0,0.0,0.02,79.0
Sesame Street: Once Upon A Monster,X360,2011.0,Misc,Warner Bros. Interactive Entertainment,0.39,0.09,0.0,79.0
Vexx,PS2,2003.0,Platform,Acclaim Entertainment,0.12,0.09,0.0,63.0
Justice League Heroes: The Flash,GBA,2006.0,Action,Eidos Interactive,0.02,0.01,0.0,72.0
Ghostbusters: The Video Game,PS2,2009.0,Action,Atari,0.15,0.04,0.0,64.0
Wedding Dash,GEN,1993.0,Action,Acclaim Entertainment,1.78,0.53,0.0,72.0
Wedding Dash,DS,2009.0,Action,Zoo Games,0.19,0.0,0.0,72.0
Madden NFL 2000,N64,1999.0,Sports,Electronic Arts,0.58,0.02,0.0,72.0
F.E.A.R.,PS3,2007.0,Shooter,Vivendi Games,0.18,0.26,0.0,72.0
Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs. The Soulless Army,PS2,2006.0,Role-Playing,Tecmo Koei,0.0,0.0,0.09,68.0
Scribblenauts Unmasked: A DC Comics Adventure,3DS,2013.0,Puzzle,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,68.0
Mega Man Anniversary Collection,GC,2004.0,Platform,Capcom,0.32,0.08,0.0,81.0
The Great Mystery Hidden Object Package 5,PC,2015.0,Adventure,Rondomedia,0.0,0.03,0.0,49.0
Cabela's Survival: Shadows of Katmai,Wii,2011.0,Sports,Activision,0.14,0.04,0.0,49.0
The Lost Treasures of Alexandria,DS,2011.0,Puzzle,Unknown,0.0,0.04,0.0,49.0
Pirates of the Caribbean: The Curse of the Black Pearl,GBA,2003.0,Platform,TDK Mediactive,0.93,0.34,0.0,49.0
Warriors Orochi 2,PSP,2008.0,Action,Tecmo Koei,0.06,0.0,0.22,56.0
Disney's Peter Pan: Return to Never Land,GBA,2002.0,Platform,Ubisoft,0.08,0.03,0.0,71.0
Jak and Daxter: The Lost Frontier,PSP,2009.0,Platform,Sony Computer Entertainment,0.18,0.27,0.0,71.0
Crash Bandicoot Purple: Ripto's Rampage,GBA,2004.0,Platform,Vivendi Games,0.46,0.17,0.0,67.0
Top Spin,XB,2003.0,Sports,Microsoft Game Studios,0.36,0.08,0.0,89.0
"Kilari: Na-san, Mon Meilleur Ami",DS,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.12,87.0
Riding Stables: The Whitakers present Milton and Friends,3DS,2011.0,Sports,DTP Entertainment,0.0,0.04,0.0,87.0
Violet no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou no Omoide,PSP,2011.0,Role-Playing,Gust,0.0,0.0,0.02,87.0
Batman: Arkham Knight,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,1.53,1.69,0.1,87.0
ATV Offroad Fury,PS2,2001.0,Racing,Sony Computer Entertainment,2.07,0.26,0.0,82.0
Freaky Flyers,GC,2013.0,Racing,Unknown,0.01,0.0,0.0,69.0
Young Justice: Legacy,Wii,2013.0,Action,Namco Bandai Games,0.0,0.03,0.0,59.0
NBA 2K12,Wii,2011.0,Sports,Take-Two Interactive,0.29,0.03,0.0,59.0
NickToons: Racing,PS,2001.0,Racing,Hasbro Interactive,0.09,0.06,0.0,59.0
Painkiller: Hell & Damnation,X360,2013.0,Shooter,Nordic Games,0.0,0.01,0.0,59.0
WTF: Work Time Fun,PSP,2005.0,Puzzle,Sony Computer Entertainment,0.04,0.0,0.0,59.0
Rugrats in Paris: The Movie,N64,2000.0,Action,THQ,0.4,0.09,0.0,59.0
Dragon Tales: Dragon Adventures,GBA,2003.0,Platform,NewKidCo,0.01,0.0,0.0,59.0
Robin Hood: Defender of the Crown,PS2,2003.0,Strategy,Capcom,0.09,0.07,0.0,59.0
Superman Returns,DS,2006.0,Action,Electronic Arts,0.07,0.0,0.0,33.0
Rainbow Islands: Revolution,PSP,2005.0,Action,Rising Star Games,0.01,0.0,0.0,68.0
Kaitou Rousseau,DS,2006.0,Action,Namco Bandai Games,0.0,0.0,0.01,68.0
Suikoden Tactics,PS2,2005.0,Strategy,Konami Digital Entertainment,0.06,0.05,0.07,68.0
BIT.TRIP SAGA,3DS,2011.0,Misc,Rising Star Games,0.09,0.04,0.0,75.0
Cabela's Dangerous Hunts 2009,X360,2008.0,Sports,Activision,0.12,0.0,0.0,42.0
Rock Revolution,X360,2008.0,Misc,Konami Digital Entertainment,0.25,0.0,0.0,38.0
Clannad,PSP,2008.0,Adventure,Prototype,0.0,0.0,0.04,82.0
SOCOM 3: U.S. Navy SEALs,PS2,2005.0,Shooter,Sony Computer Entertainment,1.22,0.34,0.04,82.0
BlazBlue: Calamity Trigger,PC,2010.0,Fighting,PQube,0.0,0.01,0.0,72.0
Nounai Aeshe: IQ Suppli DS,DS,2006.0,Misc,Spike,0.0,0.0,0.3,72.0
Secret Agent Clank,PSP,2008.0,Platform,Sony Computer Entertainment,0.04,0.03,0.04,72.0
Vampire Knight DS,DS,2009.0,Adventure,D3Publisher,0.0,0.0,0.07,70.0
Silent Hill HD Collection,PS3,2012.0,Action,Konami Digital Entertainment,0.15,0.1,0.03,70.0
Thrillville: Off the Rails,X360,2007.0,Strategy,LucasArts,0.13,0.02,0.0,73.0
Attack of the Movies 3D,Wii,2010.0,Shooter,Majesco Entertainment,0.09,0.0,0.0,39.0
Brooktown High: Senior Year,PSP,2007.0,Simulation,Konami Digital Entertainment,0.09,0.0,0.0,51.0
Transformers: Autobots / Decepticons,DS,2007.0,Action,Activision,1.12,0.02,0.0,70.0
Monster Trucks,GBA,2004.0,Racing,Majesco Entertainment,0.43,0.16,0.0,70.0
Alice: Madness Returns,X360,2011.0,Adventure,Electronic Arts,0.27,0.14,0.04,70.0
Kotoba no Puzzle: Mojipittan Daijiten,PSP,2004.0,Puzzle,Namco Bandai Games,0.0,0.0,0.11,53.0
J-League Winning Eleven 2008: Club Championship,PS2,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.22,53.0
Terranigma,SNES,1995.0,Role-Playing,Nintendo,0.0,0.0,0.09,53.0
Katekyoo Hitman Reborn! Kizuna no Tag Battle,PSP,2010.0,Fighting,Marvelous Interactive,0.0,0.0,0.03,53.0
Ragnarok DS,DS,2008.0,Role-Playing,GungHo,0.1,0.0,0.11,53.0
Capcom Classics Collection,PS2,2005.0,Misc,Capcom,0.22,0.17,0.05,78.0
Build 'n Race,Wii,2009.0,Racing,Zoo Games,0.08,0.0,0.0,44.0
Warriors Orochi 2,X360,2008.0,Action,Tecmo Koei,0.04,0.0,0.01,44.0
Jikkyou Powerful Pro Yakyuu 2000 Kaimakuban,PS,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.27,58.0
SingStar: Made In Germany,PS3,2009.0,Misc,Sony Computer Entertainment,0.0,0.06,0.0,58.0
Penguins of Madagascar,WiiU,2014.0,Action,Namco Bandai Games,0.01,0.02,0.0,58.0
Rayman DS,DS,2005.0,Platform,Ubisoft,0.21,0.03,0.0,58.0
Angry Birds Star Wars,Wii,2013.0,Strategy,Activision,0.15,0.09,0.0,80.0
The Mysterious Case of Dr. Jekyll and Mr. Hyde,DS,2010.0,Adventure,O-Games,0.02,0.02,0.0,80.0
The Last Story,Wii,2011.0,Role-Playing,Nintendo,0.3,0.13,0.18,80.0
The Legend of Spyro: A New Beginning,GC,2006.0,Platform,Vivendi Games,0.15,0.04,0.0,67.0
Kingdom Hearts II,PS3,2014.0,Role-Playing,Square Enix,0.52,0.35,0.18,71.0
Chromehounds,X360,2006.0,Simulation,Sega,0.24,0.0,0.01,71.0
Sherlock Holmes: Crimes & Punishments,X360,2014.0,Adventure,Focus Home Interactive,0.03,0.02,0.0,92.0
Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX,PS2,2007.0,Adventure,Datam Polystar,0.0,0.0,0.01,92.0
The Sims,PC,2000.0,Simulation,Electronic Arts,0.01,0.03,0.0,92.0
Magical Starsign (JP sales),DS,2006.0,Role-Playing,Nintendo,0.0,0.0,0.04,58.0
Brunswick Circuit Pro Bowling,PS,1998.0,Sports,THQ,0.1,0.07,0.0,58.0
Ninja Gaiden 3,PS3,2012.0,Action,Tecmo Koei,0.19,0.09,0.11,58.0
Muchi Muchi Pork & Pink Sweets,X360,2011.0,Shooter,Cave,0.0,0.0,0.02,70.0
Let's Yoga!,DS,2007.0,Misc,Konami Digital Entertainment,0.0,0.0,0.02,70.0
Power Pro GB,GB,1998.0,Sports,Konami Digital Entertainment,0.0,0.0,0.07,70.0
Divinity: Original Sin,PS4,2015.0,Role-Playing,Focus Home Interactive,0.1,0.12,0.02,70.0
Prince of Persia: Rival Swords,Wii,2007.0,Action,Ubisoft,0.24,0.02,0.0,70.0
MLB 09: The Show,PS2,2009.0,Sports,Sony Computer Entertainment,0.16,0.13,0.0,79.0
Game of Thrones,PS3,2012.0,Role-Playing,Focus Home Interactive,0.1,0.1,0.0,53.0
Wallace & Gromit: Curse of the Were-Rabbit,XB,2005.0,Adventure,Konami Digital Entertainment,0.01,0.0,0.0,56.0
Blazing Heroes,SAT,1995.0,Role-Playing,Sega,0.0,0.0,0.3,56.0
Tony Hawk: Shred,PS3,2010.0,Sports,Activision,0.18,0.06,0.0,56.0
FIFA Soccer 2004,GBA,2003.0,Sports,Electronic Arts,0.04,0.01,0.0,82.0
Scene It? Twilight,Wii,2009.0,Misc,Konami Digital Entertainment,0.16,0.07,0.0,49.0
Guitar Hero 5,PS3,2009.0,Misc,Activision,0.53,0.39,0.0,86.0
Tom Clancy's Rainbow Six: Siege,PS4,2015.0,Shooter,Ubisoft,0.55,1.19,0.14,73.0
Dies Irae: Amantes Amentes,PSP,2012.0,Action,Views,0.0,0.0,0.02,67.0
Commandos 2: Men of Courage,PS2,2002.0,Strategy,Eidos Interactive,0.09,0.07,0.0,67.0
Watch Dogs,XOne,2014.0,Action,Ubisoft,0.9,0.53,0.0,78.0
The Chronicles of Narnia: Prince Caspian,DS,2008.0,Action,Disney Interactive Studios,0.19,0.01,0.0,54.0
NBA ShootOut '97,PS,1997.0,Sports,Sony Computer Entertainment,0.35,0.24,0.0,57.0
Endgame,PS2,2002.0,Shooter,Empire Interactive,0.04,0.03,0.0,57.0
Lux-Pain (JP sales),DS,2008.0,Adventure,Rising Star Games,0.0,0.0,0.03,89.0
New International Track & Field,DS,2008.0,Sports,Konami Digital Entertainment,0.07,0.0,0.0,89.0
Fantasy Aquarium by DS,DS,2008.0,Simulation,Mercury Games,0.07,0.0,0.0,89.0
Call of Duty: Black Ops 3,XOne,2015.0,Shooter,Activision,4.59,2.11,0.01,89.0
NBA Street V3,PS2,2005.0,Sports,Electronic Arts,0.52,0.41,0.0,89.0
Shinken de Watashi ni Koi Shinasai! R,PS3,2012.0,Action,Minato Station,0.0,0.0,0.02,51.0
NFL GameDay 2002,PS2,2001.0,Sports,Sony Computer Entertainment,0.19,0.15,0.0,51.0
Jikkyou Powerful Pro Yakyuu 2001,PS,2001.0,Sports,Konami Digital Entertainment,0.0,0.0,0.23,67.0
Metal Gear Ac!d,PSP,2004.0,Strategy,Konami Digital Entertainment,0.32,0.26,0.12,67.0
Tomb Raider: Legend,PSP,2006.0,Action,Eidos Interactive,0.09,0.24,0.0,67.0
Zero Divide,PS,1995.0,Fighting,Ocean,0.03,0.02,0.0,78.0
Knockout Kings 2002,XB,2002.0,Sports,Electronic Arts,0.2,0.06,0.0,78.0
From TV Animation One Piece: Grand Battle 2,PS,2002.0,Fighting,Namco Bandai Games,0.0,0.0,0.56,84.0
Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,DS,2010.0,Adventure,Namco Bandai Games,0.0,0.0,0.05,84.0
LEGO Marvel's Avengers,X360,2016.0,Action,Warner Bros. Interactive Entertainment,0.18,0.11,0.0,84.0
Touch Detective 3: Does Funghi Dream of Bananas?,3DS,2014.0,Adventure,Success,0.0,0.0,0.01,84.0
Halo 5: Guardians,XOne,2015.0,Shooter,Microsoft Game Studios,2.78,1.27,0.03,84.0
Black * Rock Shooter: The Game,PSP,2011.0,Role-Playing,Unknown,0.0,0.0,0.15,66.0
Sonic Unleashed,PS3,2008.0,Platform,Sega,0.56,0.32,0.01,54.0
The Secret World,PC,2012.0,Role-Playing,Funcom,0.07,0.08,0.0,74.0
Terminator 3: Rise of the Machines,GBA,2003.0,Action,Atari,0.04,0.02,0.0,50.0
Street Fighter EX Plus Alpha,PS,1997.0,Fighting,Virgin Interactive,0.28,0.19,0.23,52.0
Mother Goose no Himitsu no Yakata,PSP,2011.0,Adventure,Quinrose,0.0,0.0,0.03,52.0
Final Fantasy,NES,1987.0,Role-Playing,SquareSoft,0.32,0.0,0.52,52.0
The Ant Bully,PS2,2006.0,Platform,Midway Games,0.05,0.04,0.0,52.0
SBK X: Superbike World Championship,PS3,2010.0,Racing,Black Bean Games,0.05,0.12,0.0,73.0
The King of Fighters EX2: Howling Blood,GBA,2002.0,Fighting,Marvelous Interactive,0.06,0.02,0.0,80.0
