description,country,variety
Red berry and cola aromas come with a cool menthol note. It feels chunky and jammy; the moderate-to-soft acidity creates a rubbery palate with cherry and plum flavors. The finish turns sweet like caramel and slightly stewed.,Argentina,Malbec
Deep and dense this smells horsey and leathery with aromas of earthy berries. The palate feels racy with acidity and the flavors of berry cassis cola and vanilla lead to a sweet jammy finish with touches of vanilla and caramel.,Argentina,Red Blend
An oaky specimen that starts with maple syrup aromas but it soon finds darker aromas of coffee lemony oak and leather. This feels feels grippy and firm with solid tannins and spicy lightly herbal flavors of cassis and black plum. Dry and spicy on the finish with a coffee-like bitterness.,Argentina,Cabernet Sauvignon
Smells strongly of corn stalky fruit herbs and grass. Mouthfeel is not a problem although it's a little sticky on the palate. Tastes heavily herbal and green with an oaky covering. Short woody and herbal on the finish.,Argentina,Malbec
Cloudy to the eye with strained aromas of sauerkraut and barnyard animal. Feels heavy and tastes rustic with burnt stalky anonymous flavors. Shows bitterness and stalky flavors on the finish.,Argentina,Rosé
Oxidized aromas are not inviting. After the doughy yeasty opening the palate deals oxidized flavors of bitter and sweet red plum. Bitter on the finish; barely worth a look.,Argentina,Malbec
Rubbery plum and berry aromas offer notes of leather and metallic minerals. This has an oaky feel meaning it's sticky and lactic. Herbal slightly green flavors of plum and berry are sweetened and softened by oak in front of a minty lightly herbaceous finish.,Argentina,Malbec
Pine needle orange peel and vanilla aromas are scattershot but pure. The palate is lean tight and juicy due to pronounced citric acidity while flavors of orange tangerine and mango finish fresh but with a smear of resiny oak.,Argentina,Chardonnay
Woodsy lightly floral raspberry aromas are mild. This wine revolves around a light-framed dilute body while flavors of cranberry raspberry and dusty earth finish woody but shallow with a preserving shot of acidity.,Argentina,Malbec
Rubbery lightly spicy aromas of plum and berry are typical in this wine with a decent mouthfeel and oaky flavors of raspberry and plum. A dry medicinal lightly bitter finish reverberates with a forced oak character.,Argentina,Malbec
Alto is 75% Malbec and 25% Cabernet Sauvignon. The nose is cool and full of cassis blackberry cola and cedar aromas. This is ripe as they come without losing freshness; flavors of loamy berry and cassis finish with density along with prune and spicy peppery flavors. Drink through 2020.,Argentina,Malbec-Cabernet Sauvignon
Chunky black-fruit aromas are ripe but familiar meaning the nose is pumped full of richness and oak. Racy acidity on the palate gives this modern Cab spine while in the mouthfeel stays on the fast track due to zesty acidity. Flavors of cassis and blackberry register as fresh and ripe and the finish is crisp and not the least bit flabby. Drink through 2016.,Argentina,Cabernet Sauvignon
Flat and fruitless up front this smells a bit like a haystack. Plump on the palate with a sense of grape skins to the mouthfeel this tastes yeasty mildly bitter and of nonspecific white fruits.,Argentina,Sauvignon Blanc
Unconvincing aromas are hard to describe. This Malbec sparkler is coarse and foamy on the palate with burnt peppery slightly bitter flavors of orange and grapefruit.,Argentina,Sparkling Blend
Sharp red-fruit aromas include notes of vinegar and asphalt. Angular and bumpy on the palate this is tart and foxy tasting with a sour herbal finish.,Argentina,Malbec-Bonarda
This gold-colored stale-smelling Torrontés smells like old apple juice. A chunky flat palate offers bland oxidized bitter flavors. Remnants of apple barely help a bitter finish.,Argentina,Torrontés
This blend smells outright herbaceous and weedy. An astringent volatile palate is grating while this tastes much like it smells: weedy and green.,Argentina,Red Blend
Brilliantly colored with dynamite concentration and lovely black fruit and earthy aromas. Precise on the palate but also big and muscular with silky tannins grip and a late rush of deftly applied French oak. Delicious and a fine reflection of the Uco Valley Argentina's top Malbec region.,Argentina,Malbec
The nose offers a fine mix of floral berry dusty earth and classic Malbec richness while the palate is juicy balanced and tastes of cassis blackberry fresh plum cracked pepper and baking spices. Full and long on the finish and overall it's right where you want it to be. Drink now through 2011.,Argentina,Malbec
Dark and dense in color this San Juan Malbec smells of jammy plum prickly berry fruits and spice. A raw rugged palate is home to flavors of spiced black plum tomato and herbs. On the finish this tastes lightly herbal with grip and drying tannins.,Argentina,Malbec
Melon peach and dusty aromas give the wine a solid but flat bouquet. With soft edges and modest citric acid it's a little dull and disjointed as it stresses melon and apple flavors. As Argentine SBs go this is expensive for what it offers.,Argentina,Sauvignon Blanc
Browning in color with mounds of dry spice tea and earth aromas but also a cooked overoaked quality that doesn't serve the wine well. The palate is plodding and doesn't really evolve while flavors of brown sugar obvious oak and roasted berry seem to be fading. Expensive for what's in the bottle.,Argentina,Pinot Noir
The Cabernets here if you hadn't already guessed are Sauvignon and Franc. There's a distinct herbal element to the nose creating a “green” aromatic sensation. Meanwhile the palate is coarse and on the acidic side with red-fruit flavors accented by tarragon and oregano. Spicy but hot on the finish.,Argentina,Cabernet Sauvignon-Cabernet Franc
There's no escaping the wine's funky leathery aromas that settle on moss and earth. Familiar plum and berry flavors have a touch of stem in the mix while the finish is full medicinal and anchored by mildly bitter tannins. Not bad but tastes and feels a little roasted and rough.,Argentina,Syrah
Orange peel green fruits and then not much else make for a standard nose. The palate is full-sized and melony and so is the plump sweet finish. There's size tropical fruit and green banana all over this wine but not much spine or structure. Drink now.,Argentina,Torrontés
Strawberry cherry and other red-fruits comprise a thin-styled bouquet and pretty much the rest of the show follows suit. The palate is of medium weight without much heft or structure. Flavors of red fruits are lean.,Argentina,Merlot
Despite being heavy and flat this is an easygoing wine with raisiny notes on the nose and earthy loamy berry and raisin flavors. The finish is soft with nothing jagged or hard to deal with.,Argentina,Cabernet Sauvignon-Syrah
Pleasant apple and woodspice aromas are basic and limited but good. This feels balanced with friendly melon banana and tropical-fruit flavors. Light oak and related vanilla flavors drive the finish on this easygoing Chardonnay.,Argentina,Chardonnay
Wiry plum and raspberry aromas are jumpy and a touch candied. This feels bulky and grapy with an obtuse body. Salty lightly herbal plum and berry flavors end with a touch of heat along with herbal leftovers.,Argentina,Cabernet Sauvignon
Raspberry and cherry aromas are mild while not stirring much excitement. This feels a bit raw and tannic but it's got enough body to hold up. Berry and plum flavors finish with hints of spice and chocolate.,Argentina,Cabernet Sauvignon
Dark compact and with good lift. The nose is lively and the palate shows medicinal black cherry and coffee flavors. Juicy enough with driving but blended acidity pushing a spicy minty finish. Peppy but nice for Argentine Merlot.,Argentina,Merlot
Flowery lime kiwi and mountain stream aromas reflect the wine's clean personality. The mouthfeel is fresh and lightly wavy with lychee kiwi lime and green apple flavors. Clear throughout with good balance and weight to the finish. Very nice for a tangy zesty lean sort of white.,Argentina,Torrontés
A heavy roasted charred nose gives this a dark outlook and the bulky but smooth palate of black fruits and baked flavors does little to lessen the load. Feels good on the finish although it tastes rather normal and a touch bitter. Round and fairly rich Malbec.,Argentina,Malbec
The question is how much oak can you handle? If you like a heavily toasted resiny type of full-bodied Chardonnay add two or three points. If you absolutely hate that style then subtract a few points. For those of us in between look for resiny toasty heavy aromas on top of a thick chewy palate full of baked apple and tons of wood spice. One-dimensional but well made.,Argentina,Chardonnay
Rates about the same as the winery's reserve bottling due to grassy green aromas of prickly raspberry. Big chunky and sort of awkward on the palate with herbal rooty flavors. Burns on the finish with heat and spice.,Argentina,Pinot Noir
Rubbery on the nose with licorice horse hide and black fruit aromas. Almost too lush and soft in the mouth with a candied nature and ultrasweet syrupy flavors of vanilla and baked berries. Finishes with brown sugar and chocolate cake flavors. Extremely sweet; spineless.,Argentina,Red Blend
Hot rubbery and burning on the nose and then clampy in the mouth with compact highly generic flavors of red cherry and plum. The heat and burn that's present up front re-emerges on the finish where jackhammer tannins hold court.,Argentina,Malbec-Cabernet Sauvignon
Sweaty and feral smelling with just a tad of the pleasant lychee and melon this grape is known for. Feels heavy and oily with barely any acidity and pithy oily citrus flavors. Clunky stuff for new Torrontés.,Argentina,Torrontés
Buttercup apple and pear aromas are fragrant and floral. The palate on this Chardonnay is chunky and pulpy while flavors of pineapple melon citrus and mango finish with subdued honey notes.,Argentina,Chardonnay
Stalky aromas of hay and straw lack fruit character. This feels creamy but also acidic while flavors of vanilla Bartlett pear and melon end with a sweet note of caramel.,Argentina,Chardonnay
Dark smoky herbal aromas come with cheesy notes of oak and horse hide. This has a wiry high-acid mouthfeel and herbal spicy pinched dark-berry flavors. High acidity creates a racy sensation on an oaky fast-paced finish.,Argentina,Cabernet Sauvignon
Heavy oak and caramel aromas are dominant with suggestions of mocha and sawdust. This is tight and drawing on the palate with wood-dominated flavors of resin clove and distant berry fruits. This simmers with oak and clove on the finish but should clean up with another year or so in bottle. Drink through 2017.,Argentina,Malbec
The nose of this Malbec is fresh and shows black-fruit and plum aromas. Medium bodied with plum red berry and herbal flavors. Tasty on the finish this delivers all the basics for $10.,Argentina,Malbec
With ripe yet oaky aromas this is a basic Malbec to enjoy with simple foods. The palate is juicy but comes with a buttery creamy feel. As for flavors look for buttery oak riding on top of modest quick-hitting berry. On the finish it's oaky more than fruity.,Argentina,Malbec
This pitch-dark fully extracted Malbec from La Consulta in Mendoza's Uco Valley delivers blackberry black pepper and brushy herbal aromas on what amounts to a massive spot-on bouquet. Big chewy and tannic on the palate with earthy roasted flavors of blackberry prune savory spices and raw oak this finishes meaty slightly salty and strong with wild herb and black-fruit flavors. Drink through 2022.,Argentina,Malbec
Blackberry plum and violet aromas make up the core of this young elegant Malbec's bouquet. At this early stage the wine is rubbery and tannic but full of kick. Blackberry hickory notes and chocolate make for a full woody flavor profile while pepper and bitter chocolate flavors close this out with punch. Best from 2017 through 2030.,Argentina,Malbec
This is one dense saturated blend of Malbec Cabernet Sauvignon Syrah and Merlot. The nose is all black fruits and prune while the palate runs deep and dense but without a lot of finesse. Jammy black-fruit and blueberry flavors are peppery while the finish is hulking. It shows the heat of its alcohol.,Argentina,Red Blend
Earth tomato and baked black-fruit aromas define the nose on this fully ripe wine. In the mouth it's rich and immense with soft tannins mild acidity and a lot of weight. Flavors of roasted berry fruits are spicy and savory while the finish is jammy in feel with a salty flavor.,Argentina,Malbec
Rubbery stewy berry aromas give way to a pinched-feeling palate. This tastes of salty roasted plum and it stays that way on a dense chewy meaty finish.,Argentina,Malbec
Rough conflicted aromas of horseradish beets and horse hide lead to a hard grabby palate that feels sticky and tannic. The heavy oak blends with stewed herbal black-fruit flavors before a scratchy tannic finish.,Argentina,Cabernet Sauvignon
Inky oaky aromas of graphite and black fruits introduce a palate that's supremely saturated. Flavors of roasted plum and blackberry are savory and meaty while this feels lush on the finish but also strapping and sinewy. Dos Mundos purports to represent both Portugal and Argentina but this is all Argentina in character. Drink through 2023.,Argentina,Red Blend
Concentrated full-force aromas of mixed black fruits come with notes of cheesy oak and animal hide. This is not your usual 15% abv bruiser even though it's full-bodied and burly. The key is racy acidity and a 14.2% alcohol level which allows toasty chocolaty berry flavors to show a mild herbal element as well as choppy freshness on the finish. Drink through 2022.,Argentina,Bordeaux-style Red Blend
Rich rooty berry cola coffee and toasty black-fruit aromas get this Malbec blend off to a nice start. Flush and fruity on the palate this offers black cherry cassis toast black pepper and herbal flavors. A forward hard-driving finish is lightly medicinal in flavor. Drink through 2022.,Argentina,Red Blend
The clean look nice bead and good mouthfeel are the saving graces here because it smells strange almost like steamed ballpark hot dogs and it tastes odd and innocuous like papaya juice. The look and feel are good but the smell and tastes are not so great.,Argentina,Chardonnay
Burnt edgy and stemmy/stalky from start to finish. The nose gives off a charred nut and asphalt character while the palate is edgy hard and bitter with briary flavors of roasted fruit and stems. Questionable and compromised for the price.,Argentina,Malbec
Medicinal soupy and not fully clicking. The nose is fishy and the palate has a grating feel and flavors of dried fruits cola and caramel. Finishes with a toffee-like sweetness and wayward buttery flavors.,Argentina,Malbec
Blowsy and tropical with aromatic flabbiness. The feel is acceptable and the flavors of papaya and dry white fruits bring some saucy resiny qualities. Finishes with sappy resiny oak notes and just enough Chardonnay character to not be disastrous.,Argentina,Chardonnay
Opens with a foxy jumpy jammy set of aromas. The palate is also jammy and amorphous with candied berry flavors and a drab tangy almost peppery finish.,Argentina,Malbec
Citric smelling with floral notes and dampness. The palate is more thin and grating than expected with red fruit citrus cherry sucking candy and graham cracker flavors. Finishes a bit edgy and candied and overall it's generic with little personality.,Argentina,Malbec
A bit sweaty smelling with pinched grapefruit aromas and distant citrus. The flavors say generic apple and lime and there's a flatness to it. It's a little sugary as well. OK for a wine with pronounced low acidity.,Argentina,Sauvignon Blanc
A new wine from Norton named after the winery's Austrian owner Gernot Langes is a serious Bordeaux-style blend with creamy oak vanilla chocolate and espresso on the bouquet. It's deep dark and full of cassis and berry flavors. All totaled this is a prized offering that's textured and ripe. It has the right feel and the right stuff in general.,Argentina,Bordeaux-style Red Blend
A little scattered and jumbled at first but once things settle this Bordeaux blend is impressive. Scents of clove blackberry and grape candy are sincere while the palate houses blueberry cassis and other black-fruit flavors. The feel is tannic and a bit choppy but the ribald finish of bacon leather vanilla and resin is convincing. Drink now through 2011.,Argentina,Bordeaux-style Red Blend
Cool aromas of cola blackberry and earth come with cedary oak. In the mouth this blend of three vineyards is abruptly tannic actually choppy and hard. Plum and raspberry taste dry and toasty before a grating finish. Drink through 2023.,Argentina,Malbec
Cherry and cassis aromas are dark and clean with more than adequate ripeness. This Cab feels a bit edgy and abrasive but not scratchy. Oaky resiny flavors of berry fruits and plum finish spicy with crisp acidity and tannins that poke and prod. Drink through 2021.,Argentina,Cabernet Sauvignon
Crisp minerally cherry aromas come with a complex note of desert herbs. This feels totally fresh and full basically just right. Nicely oaked ripe flavors of plum and berry fruits are chocolaty dry and spicy on the finish.,Argentina,Malbec
Cool earthy black-fruit aromas hint at leather and compost without fully going there. A smooth palate with mild to low acidity offers hardly any resistance or grab. Earthy flavors of baked plum and berry end with a hint of tea and stewed meat. Drink this soft-bodied Malbec through 2018.,Argentina,Malbec
Moderately ripe berry and cassis aromas show an increasing level of wood grain as this breathes. A jammy palate is plump and medium deep while flavors of earthy berry fruits and stewed plum taste smooth at the start but herbal and mossy on the finish.,Argentina,Malbec
Crafted in a New World way this displays toasty creamy oak and baked apple aromas. The palate is healthy and bold while flavors of popcorn white bread butter honeydew and banana maintain freshness and clarity across the finish.,Argentina,Chardonnay
Grapy aromas of black plum and blackberry are balsamic and a bit herbal. This blend of mostly Malbec and Syrah is medium in body and somewhat juicy. Blackberry plum and peppery flavors finish chocolaty and lightly herbal.,Argentina,Red Blend
In an attempt to ramp things up Rutini has a wine that's loaded with candied black fruit tire rubber and a distinct green streak. The palate is all blueberry and sweetness but it's short green and terribly basic. And the feel and finish are narrow and scratchy respectively. Not one of Rutini's better efforts.,Argentina,Cabernet Sauvignon
Earthy and showing clay milk chocolate baked cherry and mocha aromas and flavors and while the wine feels fairly smooth it doesn't do much but lay there on the palate. Kind of heavy amorphous and seemingly fading and overall it's a junior version of Salentein's dying Primum Pinot from 2004.,Argentina,Pinot Noir
Tropical on the nose with floral lychee aromas that seem more like Torrontés than typical Sauvignon Blanc. In the mouth the feel is basic with sweet flavors of lychee mango and melon. Vacuous on the finish but overall it's not going to turn anyone off.,Argentina,Sauvignon Blanc
The nose is full of dust cotton candy peach pit and banana while the palate is sugary and tastes like honeydew melon and pear. Fleshy and bland on the finish.,Argentina,Chardonnay
Aromas of buttercup and sweet pear are acceptable but cheesy while the palate is wet vapid and shows nothing but anonymous white-fruit flavors. The finish is dry hollow and mildly buttery.,Argentina,Chardonnay
Gaseous and scrambled at first with leathery aromas that mask the fruit component. Better later on although it remains sulfuric and leathery with confused cherry and raspberry flavors. Not much grace or precision but not an overtly poor wine either.,Argentina,Malbec
This yellowish SB from Argentina's northern Salta region is a strange bird that has never caught our fancy. This vintage shows melon peach lychee and wax aromas while the palate is both sweet and tart with a fresh-for-now feel that doesn't inspire confidence that it will last for long. Flat on the finish and unsusual overall.,Argentina,Sauvignon Blanc
Fresh like a peach on the nose with a bit of warm radiator dust. Flavors of lemon and green apple are narrow and the mouthfeel is limited and indicates that the lifespan of the wine may be short. Citric on the finish and overall there's just not a lot going on here.,Argentina,Sauvignon Blanc
Deep purple in color and soupy on the nose with a strong hint of lemon. The palate is almost astringent due to elevated acidity thus the balance of this Malbec-Cabernet Sauvignon-Bonarda blend is sketchy. Tastes more like grape juice than fine wine with a hollow tangy finish.,Argentina,Red Blend
A bit foxy and stemmy on the nose with hints of orange that make things seem nervy and stretched. The palate is clumsy and a little tart in flavor with herbs and zest leading to a wavy but unique finish. Walks to the beat of its own drummer; uncommon for Malbec.,Argentina,Malbec
Crafted in a New World way this displays toasty creamy oak and baked apple aromas. The palate is healthy and bold while flavors of popcorn white bread butter honeydew and banana maintain freshness and clarity across the finish.,Argentina,Chardonnay
Starts out with nice aromas of ripe black fruits and toasty oak however it drops down in class in the mouth where pointed jabby acidity causes tang and sourness. There are good berry and plum flavors to offset the tartness but it finishes narrow and snappy. Pretty good but needs better balance and structure.,Argentina,Malbec
Aromas of pithy citrus and pineapple are decent but unrefined while flavors of tangerine and pineapple are tropical zesty and what they are. This is nothing more than a fresh simple citrusy white to sip on the patio. Anything beyond that would be stretching it.,Argentina,Sauvignon Blanc
Generic to the max with simple white fruit and lettuce aromas. The feel is wet and juicy but nothing more with simple green fruit flavors of melon apple and kiwi. Bland but decent if well chilled.,Argentina,Torrontés
Chunky flat and stemmy on the nose with herbal generic fruit aromas. The palate is o.k. but sort of scratchy while the flavors veer toward herbal roasted cherry and berry. Herbal and sort of sweet and heavy on the finish. Pretty much what you'd expect for a $10 Cab.,Argentina,Cabernet Sauvignon
Good red fruit on the opening and spicy. Ripe intense and warming in the mouth with a broad-sweeping wave of plum and raspberry. Feels a little creamy and then drying on the finish with medium depth and lasting heat. Due to high alcohol and a related burn it needs food i.e. anything off the grill.,Argentina,Malbec
Ripe full sweet oaky and even a touch confectionary with a whiff of cotton candy blending with resin and spice from the barrels. The palate is superconcentrated with blackberry and chocolate flavors and on the finish the oak pushes things toward toast coconut and burnt logs. Woody but powerful and appealing.,Argentina,Malbec
Rubber and savory berry aromas lead it off. The palate shows good texture and overall smoothness with round cassis and plum flavors. Very competent and solid on the finish with toasty warming afternotes and only a slight tannic grab. Textbook Malbec given the price range.,Argentina,Malbec
Primary aromas of black cherry and cassis come with minerally notes herbal hints and a drop of iodine. This feels good but narrow while saucy lightly herbal berry flavors end with tolerable saltiness. Drink through 2019.,Argentina,Malbec
Smells a bit oily and heavy with sweet tropical fruit aromas leading the charge. The palate is creamy and oily feeling with honey nutmeg banana and melon flavors. Fleshy on the finish; best if taken well chilled.,Argentina,Torrontés
Plum and blackberry aromas dominate a fruit-forward nose with palpable oak and toast. This is rock-solid and firm on the palate. Ripe flavors of baked black fruits are darkened by toast and chocolate notes. On the finish this tastes of fig and peppery spice. Drink through 2023.,Argentina,Malbec
A very oaky style of Malbec. The bouquet is full of cough drop milk chocolate and mint while the palate feels solid and beefy but resiny. Flavors of berry fruits are softened and sweetened by oak and chocolate while the finish is woody and tannic.,Argentina,Malbec
Opens with hard-baked berry aromas that turn briary and herbal with airing. Smooth tannins and meaty blackberry flavors are matched by barrel-driven vanilla and spice. Oaky and minty on the finish with spunk and length.,Argentina,Malbec
Pretty aromas of cassis cherry and sweet cream are inviting. Feels good with zesty acidity and nice overall balance. Flavors of black currant Bing cherry and plum cover the bases while the finish is easygoing. The epitome of everyday Cabernet.,Argentina,Cabernet Sauvignon
This lush modern Malbec explodes with power then simmers with complexities. Opaque in color the bouquet issues intense blackberry lemon peel graphite and toast aromas. In the mouth it's full but not flabby and then comes an avalanche of black-fruit flavors matched by notes of spice cake molasses pepper and mocha. It's warm toasty and full of licorice on the finish. A superb wine to drink now through 2018.,Argentina,Malbec
This blend of coastal and desert grapes smells and tastes tropical with floral notes and a preponderance of citrus character. There isn't too much variation to the flavor profile which is centered on white citrus fruits.,Argentina,Chardonnay
Opens with warm woody aromas that fold in molasses and maple along with mildly baked berry fruit. The palate is alert but balanced with proper acidity pumping up cherry plum and snappy berry flavors. Buttery notes and toffee warm the finish which keeps its poise.,Argentina,Malbec
One of Altocedro's better efforts starts with meaty ripe chunky black fruit aromas and a wave of mocha cocoa and berry syrup. It's a creamy specimen but has enough acidity and vitality to not run flat. Mocha carob and plum extend through the finish. Drink now.,Argentina,Malbec
Interesting Malbec with character and individuality. The nose is savory and smoky with spice and floral aromas. Full and ripe in the mouth where roasted black fruit clove spice and cola all make a showing. Textured and sizable late with a coffee note to the finish. Drink now through 2011.,Argentina,Malbec
Sweet jammy aromas of blueberry and cassis suggest ripeness to the max. For confirmation the palate is rich plump soft and a bit heavy with prune baked berry and cassis flavors that end in a chewy warm fully ripe finish. Drink this beefy ripe Malbec now through 2015.,Argentina,Malbec
Cool aromas of kola nut and woodsy black fruit suggest ripeness. This blend of Malbec Cabernet and Petit Verdot is linear and jammy in feel without much depth. Spicy blackberry and grapy flavors are up a notch from simple while this finishes with toasty oak and spice notes.,Argentina,Red Blend
Ripe loamy black-fruit aromas are attractive on their own and benefit from an elegant note of balsam wood. Energetic and balanced in feel this Malbec tastes of savory meaty black fruits. A toasty lightly oaked finish offers a shot of chocolate and a milder hit of coconut. Drink through 2020.,Argentina,Malbec
Tarry blackberry aromas are piercing and a bit gritty. This feels ripe plush and balanced with blackberry spice and herbal flavors. A moderate note of heat rises to the surface of a finish with herbal blackberry flavors.,Argentina,Malbec
Bold jumpy reduced aromas of plum and berry fruits show little to no oak. This is chewy and jammy in feel with standard berry flavors and almost no complexity as it heads toward a finish with mild animal and herbal notes.,Argentina,Bonarda
Light fresh aromas of lychee and melon are typical of the variety. A bright palate is comfortable in feel and offers pithy flavors of orange and nectarine. This turns more pithy and slightly bitter on the finish.,Argentina,Torrontés
Plum and light green aromas define the nose on this standard medium-bodied Cabernet. Plum and raspberry flavors are racy and finish with a tight feel and nothing that's too woody or forced.,Argentina,Cabernet Sauvignon
Opens with scratchy dusty aromas of red fruits and herbs. The palate is round but clunky with sweet grapy flavors of blackberry and blueberry. Finishes rather oaky and mild with a grainy feel.,Argentina,Malbec-Cabernet Sauvignon
A surprisingly good little Syrah. The nose is full and dark albeit a bit damp. The mouthfeel is big and rubbery but sound with blackberry and chocolate flavors. Lightly toasted and jammy as well. Good stuff for the money.,Argentina,Shiraz
While this smells floral and candied the palate rages courtesy of strapping acidity that creates tart plum and blueberry flavors.,Argentina,Malbec
This is textbook juice for the cellar. A cool herbal nose turns cedary and stout. It's wall-to-wall tannins now with complex flavors of red fruits mingling with tomato leaf oregano spice and tobacco (reflections of the 40% Cabernet Sauvignon that goes with more familiar Malbec). A bullish finish with mild green notes should soften with aging. Drink from 2014 to 2021.,Argentina,Malbec-Cabernet Sauvignon
Deep berry aromas combine seamlessly with sweet notes of marzipan and complex accents of balsam wood on what is an inviting rich nose. This is rewardingly bright and structured on the palate where blackberry boysenberry and plum flavors carry onto a full long finish. This is high-end ripe Malbec. Drink through 2018.,Argentina,Malbec
Cola cool earth and aromas of blackberry and cassis represent the nose of this always steady blend of Malbec Merlot and Cabernet Sauvignon. Solid and mouthfilling across the palate this tastes heavily oaked and charred thus there's a strong smoky complement to blackberry flavors. A peppery toasty tasting finish feels a bit hot.,Argentina,Bordeaux-style Red Blend
Toasty blackberry and prune are the key aromas on this plush Cabernet. A generous mouthfeel includes choppy tannins that will mellow in due time. Dark flavors of cassis and blackberry include spice and chocolate notes while this finishes with ripe flavors of blackberry touched up by chocolaty oak. Drink this calm slightly flabby Cab through 2021.,Argentina,Cabernet Sauvignon
Dense aromas of fig prune cassis and blackberry are more mellow than monstrous. In the mouth this Cabernet feels chunky ripe and fully tannic. Savory berry fruit flavors and notes of cured meats and jerky finish a bit flat with a lasting flavor of oaky chocolate. Drink through 2022.,Argentina,Cabernet Sauvignon
Despite having several years in bottle this Malbec opens with a huge blast of charred oak shoe polish lemon peel and rooty berry aromas. The palate is clipped and linear in feel while flavors of coconut vanilla and generic berry finish with lasting coconut and unsettled oak.,Argentina,Malbec
A wine that makes you take notice. The bouquet is intense with minerality char huge black-fruit aromas and handsome shadings of chocolate and coffee. Power and purity come on like gangbusters and the flavors are a classic mix of blackberry cassis and fine Swiss chocolate. Heady smooth and impressive. My highest rated wine yet from Carlos Pulenta's Vistalba label. Drink now through 2014. Composed of 87% Malbec with Bonarda and Cabernet Sauvignon.,Argentina,Red Blend
A power-packed blend of 60% Cabernet and 40% Merlot that offers mossy aromas earth and lush black fruit scents. The palate is lively yet balanced with saturated wild berry toast anise and pepper flavors. Dark toasted and showing licorice on the finish. A little hot and aggressive so drink in late 2010 through 2012.,Argentina,Bordeaux-style Red Blend
Big dark sweet and jammy on the nose with earthy candied sweet aromas of ripe blackberry and herbs. The palate delivers bouncy showy acidity while the flavors of black cherry dark plum and chocolate are solid and rewarding. A little pruney on deeper inspection with a leathery quality to the wine's depth. Drink now through 2013.,Argentina,Malbec
Intense black-fruit aromas mix seamlessly with notes of graphite cedar and dried Gouda cheese. This Bordeaux blend is firm and bolstered by grabby tannins and fresh acidity. Ripe flavors of blackberry cassis mocha and vanilla end with a lemony oak note additional mocha and a hint of wood spice. Drink through 2022.,Argentina,Bordeaux-style Red Blend
Pure blackberry aromas are dosed with spice lemon peel and grit. This blend of Malbec and Cabernets Sauvignon and Franc is saturated and concentrated but still well balanced. Creamy rich blackberry and chocolate flavors finish smooth lusty and dark. This may not be overly complex but it tastes great and feels right; drink through 2022.,Argentina,Bordeaux-style Red Blend
Perfectly sound and ripe blackberry aromas come with a rooty note a touch of oaky coconut and fine-grained wood scents. This blend of 72% Malbec and 28% Cabernet Sauvignon is compact and layered. Ripe cassis blackberry and chocolate flavors finish toasty and with hints of coffee and spice. Drink through 2022.,Argentina,Bordeaux-style Red Blend
This fully ripe vineyard-designated Malbec deals aromas of blackberry cassis raisin and cedar cigar box. Seriously built and almost monolithic in size and stature this offers a wave of upfront oak that frames blackberry loamy earth and baking spice flavors. A woody persistent elegant finish is a fine way for this to fade out. Drink through 2023.,Argentina,Malbec
Dark lightly toasted aromas of licorice root coconut blackberry and peppery spice are inviting. This blend of Malbec Cabernet Sauvignon and Petit Verdot is lush ripe and loaded. Toasty blackened berry and cassis flavors finish with woody spice length and complexity. Drink now through 2021.,Argentina,Bordeaux-style Red Blend
Robust deep and candied on the nose with rooty richness medicinal notes and complexity. The palate is smooth meaty healthy and suave with lush black fruit prune and earthy flavors. Long likable and showing a lot of depth and structure. Drink now through 2014.,Argentina,Malbec
Ripe black-fruit aromas are backed by hints of road tar and toasty oak. A round firm palate feels right while familiar high-end Malbec flavors of blackberry baking spices and chocolate end with controlled tannins spice notes and a full-bodied feel that's not too fleshy or soft. Drink through 2021.,Argentina,Malbec
This charred specimen smells resiny and of blackened oak with grapy berry scents thrown in. In the mouth this is rock solid and balanced. Heavily oaked resiny flavors rest on top of core blackberry fruit while this shows woody dry tannins and salty baked berry flavors on the finish.,Argentina,Malbec
Smooth on the nose this smells fruity honest and whole. Dark flavors of blue fruits and peppery spices are a little shallow while the finish shows mild Cafayate tannins and not much bite.,Argentina,Malbec
Scratchy cherry and berry aromas feature a note of warm earth. This blend of 45% each of Cabernet Sauvignon and Merlot along with 10% Malbec feels tight choppy and tartaric. Flavors of wild berry cherry and cassis end long due to forceful acidity.,Argentina,Red Blend
Reduced aromas of rubber and iodine are potent. In the mouth this feels narrow and citric with pronounced acidity. Flavors of black fruits are salty and pinched while the finish lacks clarity and body.,Argentina,Red Blend
Gritty aromas of severely baked berry fruits are tough to plow through. In the mouth this Malbec is jammy chunky and a touch flat. Flavors of stewed berries and prune finish thick and taste cooked. Ready to drink now.,Argentina,Malbec
Clean and well made but underwhelming. There's basic blueberry and blackberry flavors riding on a medium-bodied palate but overall the wine is more generic than specific. It's easygoing and causes no red flags to go up however at the end of the day it doesn't show much personality.,Argentina,Cabernet Sauvignon
Baked plum and berry aromas are lusty and jammy. In the mouth this is tannic and the acidity is citric in character. Flavorwise A Lisa is pumping out brawny berry flavors matched by lemony oak notes and the finish is expansive with blanketing tannic grip. This will show best in late 2014 after it's had more time to settle.,Argentina,Malbec
