description,country,variety
The Kaseler Nies'chen's steep slope of blue slate faces the sunny south accounting for this northerly site's ability to produce a dry Riesling that reached 12% alcohol in 2008. Although many Ruwer and Saar wines seem overly lean and sinewy when made in a dry style this example verges on opulent with exotic tropical fruit notes.,Germany,Riesling
A whiff of orange blossoms accents bright Meyer lemon and quince flavors on this zesty invigorating wine. Off-dry in style it's unabashedly fruity yet wraps up elegantly with a murmur of lime-skin astringency.,Germany,Riesling
Wet river rock and struck flint notes accentuate the sharp tangy vitality of this razor-edged Kabinett. Zesty white grapefruit lime and tangerine flavors penetrate deeply on the midpalate finishing long but lean. It drinks beautifully already but should hold well through 2022.,Germany,Riesling
This sparkling Pinot Noir is a surprisingly sophisticated find for its reasonable price tag. It's perfumed and fresh offering delicate cherry blossom and red apple notes intensified by a dusty mineral complexity. Zesty acidity and fine persistent bubbles linger through a long floral finish. Drink now through 2021.,Germany,Sparkling Blend
Clean Slate offers forward fresh grapefruit and lemon flavors with just a hint of smoke in this off-dry Riesling. It's a straightforward yet consistently elegant wine for everyday enjoyment.,Germany,Riesling
Sweet cantaloupe and yellow apple flavors lend a plump voluptuous feel to this sweet Riesling. Soft acidity accentuates its broadness on the palate. The finish lingers on a sunny tropical note. Drink now.,Germany,Riesling
Hints of caramelized sugar and dried raspberries abound from nose to finish in this Pinot Noir vinified like a white wine. Dry on the palate its rounded texture is augmented by soft yielding acidity. Drink now.,Germany,Pinot Noir
Delicate notes of white grapefruit and crushed minerals on the nose of this sprightly spätlese intensify on the palate amassing layers of sweet peach tangerine and caramel flavors. It's an richly concentrated wine calibrated by zesty acidity and a delicately astringent finish.,Germany,Riesling
Smoke and dusty mineral notes juxtapose ripe sweet peach and apricot flavors in this fruity but complex wine. It's as savory as it is sweet accented by spicy notes of saffron and bee pollen. The finish is long pristine and refreshing.,Germany,Riesling
Crisp green apple herb and sour-plum notes juxtapose richer ruddier flavors of ripe peach and apricot in this delicate off-dry Scheurebe. Slightly waxy honey notes lend silkiness to the midpalate. It's structured enough to hold but will show best young.,Germany,Scheurebe
Musky floral perfume accents fresher tones of crisp green melon and lime on the palate of this zippy Pinot Blanc. Dry in style with a delicacy of texture it finishes brisk and spry. Drink now through 2018.,Germany,Pinot Blanc
Delicate notes of lemon lime and sugar cookie on the nose of this off-dry Riesling intensify on the palate melding into flavors of juicy honey tangerine peach and cantaloupe. It's an easy approachable quaffer but spine-tingling acidity and a hint of bitter lime pith lend structure and elegance. Drink now through 2020.,Germany,Riesling
Dusty mineral and slate notes juxtapose ripe pineapple honey and yellow cherry flavors in this zingy-fresh Riesling. Harmoniously off-dry in style it's approachable yet finessed.,Germany,Riesling
Waxy lemon-rind and orange blossom notes waft from the nose of this fresh easy-drinking Riesling. Sumptuous grapefruit and tangerine flavors are cut by a rejuvenating bite of lime acidity on the finish. Drink now through 2019.,Germany,Riesling
Subtle notes of crushed mineral and lime on the nose contrast the lush tangerine and orange flavors in this off-dry concentrated wine. It's harmoniously sweet balanced neatly by strikes of steel and acid that tighten the finish. Drink now through 2019.,Germany,Riesling
Sweet lemon-curd aromas are laced with hints of petroleum and smoke on the nose of this brisk sprightly spätlese. Intensely ripe stone fruit flavors dance delicately on the palate laced with white blossoms and lemony acidity.,Germany,Riesling
Plump apricot melon and white peach abound are luscious. Yet it's dry in style and bracing too edged by taut acidity and a steely mineral edge. Accessible and elegantly balanced its a four-square wine with excellent value.,Germany,Riesling
Concentrated yellow peach and apricot are juxtaposed by bold streaks of lemon and lime acidity in this penetrating medium-sweet Riesling. Zesty and fresh it finishes with a touch of crystalline minerality. Drink now through 2023.,Germany,Riesling
Waxy lemon peel aromas on the nose are amplified on the palate of this delicate auslese exposing riper sweeter shades of yellow peach and cherry. Nervy acidity jolts the midpalate finishing brisk and clean. Drink now through 2020.,Germany,Riesling
Shows ample complexity on the nose offering up hints of dried apricot and crushed stone to go alongside dominant notes of superripe apple. On the palate although this lacks the zest and freshness of the very best auslese it's still a leasing package combining hints of honeyed richness with ripe pears and spice. Drink over the next 5–10 years.,Germany,Riesling
Smoke and mineral tones lend a savoriness to flavors of pressed apples and pears on this slightly rustic Riesling. The palate is sweet and sunny with brisk apple cider flavor touched with dried sage and spice.,Germany,Riesling
While exuberantly floral and fruity on the nose this dry full-bodied Riesling is surprisingly lean on the palate. It's briskly structured showing delicate flavors of tart apple and lemon and a crisp biting finish.,Germany,Riesling
While slender in frame this vibrantly zesty herbal wine offers loads of intensity and vibe. Tart tangerine and apricot flavors are piercing and fresh building in concentration and richness through a long penetrating finish. It seems closed in its youth still but should gain texture and complexity from 2020–2030.,Germany,Riesling
This off-dry Riesling's honey-kissed peach and nectarine flavors are lip-smackingly sweet. Its light sprightly texture and high-toned acidity lend balance and refreshment. Brisk and easy-drinking it offers loads of quaffable appeal.,Germany,Riesling
Fluffy almost cloud-like in mouthfeel this finely textured late-release Riesling already shows clues of just a few years of bottle-age magic. Savory notes of white mushroom and spice lend umami to slicks of sweet marmalade grapefruit and honey. It's an enticing wine at a surprisingly gentle price.,Germany,Riesling
Rich without being overly sweet this wine's aromas are redolent of dried apricots with a hint of shiitake mushroom as well. Gingery spice balances the honeyed richness on the palate and extends through the long finish.,Germany,Riesling
While the nose is savory dominated by smoke and mineral notes this elegant yet quaffable off-dry Riesling is remarkably floral and fruity on the palate. Rich honeydew and apricot flavors are highlighted by a zing of lime acidity.,Germany,Riesling
While dry in style this ripe lushly textured Riesling feels flush with peaches and nectarines glazed in caramelized sugar. It's bold in body yet briskly acidic finishing elegantly on a bitter lime-zest note.,Germany,Riesling
Punchy lime and lemon mark this off-dry Riesling with a staccato rhythm adding edge to honeyed tones of peach and honeysuckle. Exceptionally priced it's satisfying and elegant.,Germany,Riesling
Waxy floral aromas are pretty but suggest a slightly plastic note on this light-footed Riesling. It's delicately sweet boasting flavors of fresh yellow peach and pear accented by hints of bramble and earth. The finish is crisp and clean.,Germany,Riesling
Ripe sweet peach and nectarine flavors are slightly caramelized in this semidry Riesling. Its spry zesty demeanor is deeply refreshing though finishing on a revitalizing citrus note. Drink now through 2018.,Germany,Riesling
Fresh yellow peaches seem to be layered in honey and pollen throughout this lusciously sweet lip-smacking Riesling. The midpalate bristles with acidity but it's harmoniously balanced bursting of fresh apples and lemons. The finish is elegant and long laced in soft tea tannins.,Germany,Riesling
It's a bit chunky for a Mosel Riesling but this wine also offers enough in the way of semisweet lime and pineapple flavors to compensate. There's a hint of struck flint on the nose and a slightly custardy texture. Drink now.,Germany,Riesling
Musky floral perfume introduces this bright candied Riesling full of sweet pink grapefruit and tangerine flavors. Crisp acidity freshens the mid palate but the finish is a touch caramelized. Drink now.,Germany,Riesling
Rich sweet mouthcoating peach is accented by waxy tones of honeycomb lanolin and spice in this delicately structured yet powerfully fruity Riesling. It's sprightly with acidity lingering long on the finish with a flourish of spring blossoms. Gorgeous now but bound to develop even more earthy richness over the next decade.,Germany,Riesling
Smoke and savory nut aromas dissipate to reveal a dramatic backdrop of rose petal and peach on the nose of this dry full-bodied Riesling. The palate is generously textured with a rich creamy mouthfeel but finishes elegantly with a murmur of lime-pith astringency.,Germany,Riesling
While sylphlike in mouthfeel this outrageously ripe rich auslese packs a punch of dried apricot peach and pineapple flavors. Its sweetness penetrates deeply punctuated by earthy fennel notes. It's delicious already but should improve through 2040 likely beyond.,Germany,Riesling
A hint of waxy lemon skin lends an elegant tone to this dry refreshingly crisp Riesling. The palate is bright with Meyer-lemon acidity and hints of wet stone and crushed rock that linger on the finish.,Germany,Riesling
Shows a weaker side of the 2006 vintage with an overly broad mouthfeel and a certain lack of precision but still boasts ripe apple and melon flavors.,Germany,Riesling
Hints of creamy yogurt meld into bright tropical swirls of mango melon and tangerine in this fun fizzy sparkling blend. It's delicately effervescent with bristling lemonade acidity.,Germany,Sparkling Blend
A delicious caramel slick accents crisp tangerine and apple flavors in this fun fizzy Riesling sparkling. It's delicately frothy and briskly composed finishing with lingering touches of saffron and honey.,Germany,Riesling
Struck flint and smoke lend exotic shadows to brighter notes of yellow peach and quince in this particularly mineral Kabinett. Tart tangerine and lime acidity bristle the palate leading to a long finish marked by tangs of dusty saffron and salt. It's ready to drink now but should improve through at least 2021.,Germany,Rieslaner
While soft spoken on the nose the palate of this effusively fresh fruity Kabinett bursts with ripe peach and apricot flavors. It's irresistibly juicy and delicately sweet balanced by a shower of tart tangerine acidity that extends the finish.,Germany,Riesling
Crushed slate and smoke notes mingle with zesty lime and lemon in this spine-tingling Riesling. It's a touch off-dry with juicy white grapefruit flavor sweetening the midpalate. A Margarita-like ring of salt lingers on the finish.,Germany,Riesling
Delicate floral and honeydew aromas entice on this easy-drinking everyday kabinett. Sweet with stonefruit flavor and a bright lemony acidity it's straightforward with just a hint of dusty mineral character.,Germany,Riesling
While the nose seems a bit savory with muted apple and honeycomb notes this dry full-bodied Riesling is quite fruity on the palate with pleasant peach and nectarine flavors. It's brisk with lemon-lime acidity and just a hint of astringency on the finish.,Germany,Riesling
While subdued on the nose there's lots of lively lemon and tangerine flavor on the palate of this dainty Kabinett. It's zippy and spry but sharply penetrating with a lingering lime pith finish.,Germany,Riesling
The nose is quite subdued but the palate of this bargain Spätlese offers buoyant orange and apricot flavors. It's an easy juicy wine neatly balanced with brisk citrusy acidity. Drink now.,Germany,Riesling
Nervy lemon-lime acidity amplifies the fresh apple and pear flavors in this spry dry white. Its invigorating freshness and easy-drinking style lends wide appeal for a value price. Drink now through 2020.,Germany,Pinot Blanc
A whiff of pine frond lends an invigorating alpine air to this lean refreshingly mineral dry Riesling. The palate is crisp and cutting bursting with fresh lime gooseberry and quince flavors. Zesty acidity draws out a long piercing finish. Drink now through 2020.,Germany,Riesling
Zesty lemon and lime acidity takes center stage in this invigorating medium-dry kabinett. It's leaner and more linear than the producer's regular-label kabinett but offers loads of cutting white grapefruit and red apple flavors. The finish is refreshing and penetrating lingering on a note of sugar cookie.,Germany,Riesling
Crisp red cherry and blackberry abound on this sweet-tart Dornfelder. It's a forward fruity wine with a slightly candied demeanor but balanced neatly by fresh acidity. Drink now.,Germany,Dornfelder
Pristine apple pear and peach are marked with hints of nuts and crushed stones in this sprightly yet deeply complex auslese. It's lacy and sheer on the palate yet lime and lemon tones are bracing. Hold till 2020 to allow the subtleties to intensify.,Germany,Riesling
While dry and delicate in body this intense penetrating Riesling is lush with sun-drenched peaches. A steely mineral tone lends gravitas to the midpalate finishing lean elegant and bright. Enjoy now for its exuberant youth but store some away to enjoy as its minerality intensifies from 2020 on.,Germany,Riesling
Exuberant floral tones persist from nose to finish in this luminously sweet Riesling. It's feather light on the palate yet pineapple and mango flavors are unctuous and concentrated. A spray of tangerine acidity extends the finish endlessly.,Germany,Riesling
While the nose is demure the palate on this dainty auslese bursts of sweet yellow peaches and cherries. Luscious and clingy it's irresistibly juicy yet remarkably mineral and structured with a nervous tension throughout. It's delicious now yet should gain even more mineral complexity from 2020 and on.,Germany,Riesling
A sweet trail of orange marmalade percolates through this succulently sweet wine. On the midpalate savory tones of smoke nuts and bruised apple add shades of complexity but the finish is pure and pristine a shower of lemon and honey that goes on endlessly.,Germany,Riesling
Intensely ripe fleshy black cherry and blueberry flavors are peppered with spice and vanilla in this fragrant plush Dornfelder. Subtly sweet it's an easy fruit-forward wine for early consumption.,Germany,Dornfelder
Whiffs of pine fronds and green melon rinds lend a brisk tonic feel to this off-dry Riesling. It's racy and fresh with acidity but wraps up briskly and without a trace.,Germany,Riesling
Whiffs of lime and lemon zest lanolin and herbs entice on the nose. Off dry in style this is chock-full of sweet-tart melon and citrus flavors glazed in a slick of honey which lingers on the finish,Germany,Riesling
Exotic touches of cinnamon and turmeric lend warmth to this silken supple Pinot Noir. The palate is luscious and plump bursting with ripe black-cherry flavor but invigorated by a strike of acidity and savory touches of bramble and earth. It's an exceptionally balanced vivacious wine.,Germany,Spätburgunder
Delicate and pillowy in effervescence this Riesling sekt boasts remarkable nuance in texture and flavor. It's zesty and mineral on the nose yet buoyantly fruity chock-full of ripe peaches and Meyer lemons that seem laced in caramel and burnt sugar. It finishes long with lingering touches of pastry and lemon pith.,Germany,Riesling
A streak of lemon-lime acidity jolts the senses on this unctuously ripe Riesling full of sweet orange and tangerine flavors. It's dancing and light on it's feet yet powerfully packed with honey and nectar. Penetrating and persistent on the palate.,Germany,Riesling
Fresh orange peels lend a zesty vibe to summer melon and peach flavors in this decadent sun-kissed Riesling. It's so delicate in texture it's as if gossamer layers of acid and sweetness could dance on the palate but the finish lingers long with a streak of honey wax and lanolin. Delicious now but it's components should meld gorgeously from 2017 and on.,Germany,Riesling
Pink grapefruit and waxy lanolin notes entice on this intensely fruity honey-kissed Riesling. Medium sweet in style it's chock full of luscious pineapple and blossom notes but nervous with bristling lemon-lime acidity. Gorgeously balanced yet decadently enjoyable it lingers endlessly on the finish.,Germany,Riesling
Sun-kissed tropical fruit tones abound on this intensely aromatic medium-sweet Riesling. Round and rich on the palate it's concentrated with flavors of pineapple mango and peach touched by hints of honeysuckle and saffron. Finishes with dramatic length and penetration.,Germany,Riesling
Sweet spice and dried lavender accent blackberry and cherry aromas on this lush lavish Pinot Noir. It's rich in body and fruit but nuanced by shades of granite and dried leaves as well as a nervy streak of acidity. Supple and warm on the palate it finishes with a fringe of soft delicate tannins.,Germany,Pinot Noir
The three Himmelreich '09 spätleses tasted were all terrific with this example showing great intensity and power without excessive weight. Apple and lime notes are underscored by something akin to liquid slate while citrus notes linger on the long vibrant finish.,Germany,Riesling
The high-quality oak used in this wine really stands out providing touches of brown sugar cinnamon coffee and bacon to the otherwise modest black cherry fruit. It's reasonably full-bodied for a German Pinot Noir with a long finish and supple tannins.,Germany,Spätburgunder
Despite some initially offputting scents of sweaty socks this is a charming wine. Apple citrus and petrol mingle easily once the difficult aromas have dissipated to reveal a medium-bodied off-dry wine. It's creamy-textured in the mouth then turns crisp and minerally on the finish.,Germany,Riesling
Burly in shape with broad shoulders ample alcohol and densely packed mineral flavors. Flashes of honey and gingery spice lighten the scene somewhat but this slightly oily Riesling is darker and more brooding than most. The lingering finish is nearly dry.,Germany,Riesling
Nicely done for an entry-level wine with slate fresh floral greens and briny minerality all wrapped up in an off-dry cocoon of green apples and citrus fruits. Fresh and clean on the finish.,Germany,Riesling
Scented with subtle hints of herb nut and smoke this lemony Silvaner suggests a savory side of the grape variety. While quite full-bodied and dry in style zesty apple and citrus notes finish crisply.,Germany,Silvaner
While taut and intensely mineral there's a core of juicy grapefruit and honeydew flavors that shine brightly throughout this Riesling. Dry in style it finishes tightly on zesty lime-pith note. Drink now.,Germany,Riesling
Fresh apples and pears seem dusted in a fine mineral powder in this brisk semisweet Riesling. It's featherlight in texture darting and dancing alongside a lemon-lime vein of acidity that pierces through the finish.,Germany,Riesling
Luscious peach and honeysuckle aromas are redolent on this dry but somewhat perfumy Riesling. Broad and full on the palate it's lushly textured but with a bright streak of acidity that tightens the finish.,Germany,Riesling
Delicate body contrasts the rich sweet melon tangerine and mango flavors of this cheerful auslese. It's plush on the palate but balanced with sunny acidity and a clean citrus finish. Drink now through 2025.,Germany,Riesling
More intensely mineral than the producer's other dry bottlings this Riesling suggests tart zesty fruit tones of white grapefruit and under-ripe peach. It's refreshingly concentrated with a cool lime-pith finish. Drink now through 2025.,Germany,Riesling
Pristine white grapefruit and peach flavors reverberate from nose to finish on this juicy off-dry Riesling. It's unabashedly fruity yet elegantly quaffable marked by tart lime acidity and a lingering suggestion of minerals.,Germany,Riesling
Dusty mineral notes persist on this elegant invigorating semidry Riesling. It's intensely tart with acidity but sunny rays of yellow peach and tangerine build towards the midpalate. The finish is kissed with honey and lemon tea.,Germany,Riesling
Wisps of green herb and grass lend freshness to bright red-cherry and berry aromas on this full-bodied wine. On the palate fruit tones are riper and richer bursting with cassis and dark cherry. It's elegant yet accessible with a lingering finish rimmed with soft feathery tannins.,Germany,Pinot Noir
Dusty dried herbs accent bright notes of tangerine and white flower on this bold yet elegant wine. The palate is rich round and heavy in feel but striking lemon-lime acidity and a crush of oyster shells adds balance.,Germany,Silvaner
Loosen's 2009 spätlese from the Wehlener Sonnenuhr is a lush medium-bodied wine loaded with honey and peaches. It's superripe and succulent with a long fruity finish. Try it with Szechuan dishes which will buffer the sweetness of the wine while the wine tames some of the heat.,Germany,Riesling
Like the Josephshöfer bottling von Kesselstatt's 2009 GG from the Piesporter Goldtröpfchen boasts a salty minerality that underscores the ripe flavors of peach and orange zest. It's medium to full in body and nearly bone dry with a long mouth-watering finish.,Germany,Riesling
Makes an interesting contrast with the J.J. Prüm bottling from the same site weighing in at a full 1.5% less in finished alcohol and showing mineral-inflected passion fruit flavors and a touch of vanilla. The sweetness is finely balanced by mouthwatering acidity on the finish.,Germany,Riesling
A unique style of Riesling naturally fermented on the skins for 20 days prior to pressing. The result is intriguing: honey and baked apple notes tinged with peach-like ripeness and briny minerality. It's medium-bodied crisp and dry yet with a sense of honeyed richness.,Germany,Riesling
Toasty and dark-fruited Huber's 2007 Bombacher Sommerhalde R falls somewhere between the Wildenstein and Malterdinger Bienenberg in style. It's less herbal and more powerful than the former but not as muscular as the latter. The tannins are still silky yet there's great intensity ending on a long slightly charred note. Drink 2012–2020.,Germany,Spätburgunder
Whiffs of ripe red berries and stone fruit lend a particularly fruity tone to this just off-dry Riesling. While medium bodied in style sumptuously ripe flavors of peach and nectarine give the palate a distinct plumpness. Wraps up tart and tight with a shower of citrus acidity.,Germany,Riesling
Slightly earthy savory tones of lanolin and herb lend complexity to a palate that's lavish with peach and quince jelly flavors. Semi-sweet in style it's quaffable and refreshing with its fruity exuberance offset by a cutting stark acidity.,Germany,Riesling
Hints of lemongrass and blossom lend lavish perfume to flavors of peach and cantaloupe in this ripe richly fruity wine. Medium-sweet in style it's backed by a piercing lemon acidity and zest notes that linger on the finish.,Germany,Riesling
Pristine honeydew apricot and yellow peach notes entice on the nose. Pleasantly off-dry in style the palate is lush and tropical bursting with melon and mango flavors. A tight frame of acidity lends vibrance and edge. Drink now through 2020.,Germany,Riesling
Succulent black cherry perfume is accented by hints of granite and smoked nut in this inviting Pinot Noir. The palate is fresh and approachable boasting loads of ripe black cherry and plum flavors. Sunny acidity and soft feathery tannins augment its easy appealing feel. Drink now through 2020.,Germany,Spätburgunder
Fragrant tangerine skins are glazed by an earthen streak of wax on the nose of this brisk light-footed Riesling. Zesty and dry the palate balances refreshing lime and lemon flavors against more savory elements of pollen and earth. Finishes crisp and clean.,Germany,Riesling
It's hard to choose a favorite amidst Thörle's 2015 dry Rieslings yet this bottling is a standout for its expansive deliciously clingy mouthfeel. It's lusciously fruity boasting ripe apricot and white peach flavors balanced by taut acidity and a pleasantly bitter edge of tannins.,Germany,Riesling
A touch of mineral astringency accents crisp primary flavors of white peach and melon in this sprightly off-dry Riesling. It's not a complex wine but tart tangerine acidity marks a refreshing finish. Drink now.,Germany,Riesling
Earthy aromas at the outset subside to reveal bright tangerine honey and saffron notes on this intensely fruity medium-sweet wine. It's punchy on the palate with streaks of sweet mango and peach preserve but anchored by hints of spice and dust that are complex and intriguing. This finishes long with a slick of honey and wax.,Germany,Riesling
Toasted nut smoke and slate aromas lend complexity and nuance to this high-pitched Riesling Sekt. Lemon-lime acidity and vivacious effervescence give the palate an electric feel countered nicely by delicate swirls of sweet red apple and caramel. It's concentrated and boldly penetrating through a long finish.,Germany,Sparkling Blend
Dusty slate and spice tones intensify this brisk grapefruit-laced Kabinett from the famed Josephshöfer site. Sweet-tart lemon and tangerine flavors are scintillating and brisk enriched by a luscious mineral slick that lingers on the palate. Its sharp linear style is attractive already but should meld gorgeously from 2021.,Germany,Riesling
Hints of cedar and toast lend warmth to crisp red-cherry and plum notes in this big-bodied yet delicately flavored wine. Bright cranberry acidity lends a fresh feel to the palate. It finishes moderately long with a hint of bitter tannin.,Germany,Pinot Noir
Pristine white peach mingles with saffron candle wax and dusty minerals in this enticingly spry wine but the shriekingly high acidity cuts the palate with a razor's edge. Welcome touches of honey add some balance towards the finish.,Germany,Riesling
The Dürkheimer Michelsberg bottling maintains the richness of texture and body of many of Pflüger's dry Rieslings. It's concentrated in apple and pear flavors but zestier acidity and an herbal freshness lend a leaner edgier feel. Drink now through 2019.,Germany,Riesling
While remarkably lithe and delicate in style this complex auslese is lusciously concentrated with ripe peach and nectarine flavors balanced by hints of smoke spice and musk. It's zippy and bright with tart tangerine acidity and a wave of minerality on the finish.,Germany,Riesling
Fresh herbaceous notes on the nose and palate lend elegance to this rich round Riesling full of sweet canteloupe and peach flavors. It's delicately structured with a zingy strike of citrus acidity and hints of spice that carry long on the finish.,Germany,Riesling
Waxy lanolin and lemon-skin notes scent this dry intensely linear Riesling. The palate is stark with lime and lemon flavors accented by a stony mineral tone that lingers on the finish.,Germany,Riesling
Ripe succulent yellow peaches and tangerines seem grazed by razor-edged shards of lime and grapefruit in this dry squarely structured Riesling. Light-footed and lively it's straightforward refreshment to be enjoyed now through 2018.,Germany,Riesling
While the nose is subdued the palate of this off-dry Riesling is unexpectedly fruity brimming with juicy peach and nectarine flavors. It's simple and straightforward but a refreshing satisfying sip. Drink now through 2017.,Germany,Riesling
Freshly pressed apple and pear are brightened by squirts of lemon and lime in this refreshing dry Riesling. Zesty and spry it's a thirst-quenching wine for everyday drinking now through 2018.,Germany,Riesling
A pretty vibrant Pinot Noir from southern Germany featuring strawberry and raspberry fruit some slightly herbal nuances and a bright lively finish. Drink now–2013.,Germany,Spätburgunder
Blossoms and pink grapefruits scent this fresh fruity wine. Off dry in style it's concentrated in plush tropical flavors of guava and mango yet calibrated neatly by a vein of lime acidity. It's guzzably fresh and approachable but refined enough for elegant dining occasions. Drink now through 2019.,Germany,Riesling
Vanilla and spice aromas lend confectionery notes to this soft slightly syrupy red wine. Sweet and fleshy on the palate it's light in alcohol and acidity. The finish is marked by fine but rigid tannins.,Germany,Dornfelder
Lip-smacking is an inelegant yet apt word to describe the unctuousness of this nectar of honey saffron and marmalade. It's delightfully rich and creamy yet gorgeously balanced seared by a razor's edge of lemon-lime acidity. It's an exceptional wine now penetrating and persistent but will surely delight for decades to come.,Germany,Riesling
Waxy minerals mingle with deep concentrated tones of orange and tangerine in this lusciously sweet Riesling. Vibrant and complex it's marked by tart tangerine acidity that sears through the midpalate. Swathes of saffron and exotic spice soften a long lingering finish. While delicious already its minerality and composure should only improve from 2020-2025.,Germany,Riesling
As delicate and spry as a silken mist this sweet-style Riesling balances honeyed apricot and peach flavors against a backdrop of intense minerality and acidity. It darts and dances on the tongue yet penetrates deeply leaving a long lasting impression. It's approachable now yet should improve till at least 2025.,Germany,Riesling
This late-release GG is a stunning showcase of how just a few years of bottle age impact a dry richly concentrated Riesling. Yellow peach and grapefruit tones shine brightly still but are glazed by layers of slick penetrating minerals. While moderate in alcohol it feels dense and creamy on the palate. The finish meanders almost endlessly punctuated playfully by strikes of lemon-lime acidity. It's singing now but should improve till at least 2020.,Germany,Riesling
Swirls of penetrating peach and honey flavors pack a mighty punch in this dazzling sunny sip. Off dry in style it's an easy going yet elegant wine accented by saffron blossoms and reverberating tangerine acidity. Drink now through 2017.,Germany,Riesling
Puckery lime and lemon flavors collide into lavish streaks of honey and marmalade in this penetrating lip-smacking kabinett. Delicately composed with the faintest hint of sweetness it reverberates through a high-toned tangerine finish. Drink now through 2018.,Germany,Riesling
Jasmine and honey notes are intensely aromatic on this dry elegantly framed Riesling. It's tightly focused on the palate with crisp white peach and melon-rind notes accompanied by a refreshing but piercing lime acidity. Perfect as an apéritif or to accompany delicate fowl or cheese dishes.,Germany,Riesling
Sunny and ripe on the nose with whiffs of honey orange rind and yellow raisin this dry full-bodied wine is textured and broad. The palate is rich as if streaked with mineral oil but cut with searing lemon and tangerine acidity. It finishes moderately long with a hint of floral flair.,Germany,Riesling
Crisp stone fruit citrus and mineral tones lend a briskness and levity to this dry full-bodied Riesling. It's expansive and richly textured on the palate with a refreshing tangerine acidity that lingers on the finish.,Germany,Riesling
White grapefruit peach and blossom notes are perfumed and pretty on this dry full-bodied Riesling. The palate feels weighty and ripe but bright with flavors of quince jelly and yellow plum along with a zesty focused minerality that carries from start to finish.,Germany,Riesling
Smoke and dried herb notes accent sunny citrus and peach aromas on this refreshingly off-dry Riesling. Flavors of tart stone fruit and tangerine bristle on the palate finishing crisply with a hint of floral perfume.,Germany,Riesling
Bruised apple and smoke notes penetrate throughout this pert delicately framed Riesling. Rich honey and peach flavors cast warmth onto its tart briskly acidic midpalate.,Germany,Riesling
Musky floral spice and cherry-blossom notes meld in the exuberant bouquet of this aromatic auslese. It's blossomy on the palate as well and luscious with sweet peach and yellow cherry flavors. It's unabashedly lavish but balanced by a streak of citrus acidity and a long lingering finish.,Germany,Riesling
There's a savory vein of herbs and smoke that persists from start to finish on this deeply fruity auslese adding a shade of dimension and complexity. It's zippy in lemony acidity but silky and sweet with luscious flavors of preserved peach and tangerine.,Germany,Riesling
Char and roasted coffee notes lend a brooding smoky backdrop to bright red berry and cherry flavors in this full-bodied Pinot Noir. Cranberry acidity bristles the palate leading a long finish marked by firm but fine tannins. It needs another 3–5 years in the cellar to integrate but should mature elegantly.,Germany,Pinot Noir
Zesty lime and lemon aromas are touched with wet slate on this dry refreshingly lean Riesling. It's demure in fruit profile but vibrant with acidity and a bristling mineral tone.,Germany,Riesling
While sunny and ripe with scents of tropical fruit orange and peach this bang-for-your-buck Riesling reveals surprising complexities. It's sweet and lusciously fruity on the palate but nuanced with rambling layers of dried herbs earth and mineral tones. Finishes long with a lingering tea-leaf astringency.,Germany,Riesling
Touches of honey saffron and spice lend warmth and suppleness to this dry exceptionally brisk Riesling. It's a bit lean on the palate but vivaciously fresh finishing on a deliciously astringent bite of lime pith.,Germany,Riesling
Crisp red cherry and berry flavors are pristine and forward in this bright vivacious wine. Yet it's also surprisingly nuanced with deft touches of bitter coffee bean vanilla bramble and herb that last through the finish.,Germany,Pinot Noir
A cool alpine streak runs through this easygoing but refreshing Riesling revealed through greenish glimmers of pine frond and fresh herb. Off dry in style it calibrates sweet-tart green plum and apple notes against streaks of lime and lemon. Drink now.,Germany,Riesling
Touches of sweet berry and blossom lend flair to this vivaciously fresh fruity Riesling full of fresh apple pear and lemon flavors. Sweet-tart honey and lemon brighten the midpalate. The finish is brisk but clean. Drink now through 2017.,Germany,Riesling
This kabinett possesses lovely balance marrying sweet pineapple aspects with zesty citrus notes. The fruit is lush to the point of slightly covering the underlying minerality but remains clean and racy on the finish.,Germany,Riesling
Sweet and lush in the house style but lighter on its feet than many of the other bottlings from Dr. Pauly-Bergweiler this kabinett shows some intriguing fumé-like notes on the nose then delivers ripe melon and pear fruit on the palate. Finishes long.,Germany,Riesling
In a flight of five 2009 kabinetts from the Sonnenuhr this was the most alcoholic (at 9.5% abv) but the extra weight    didn't stand out beyond a bit of extra creaminess on the palate. Hints of lees and slate add complexity to the apple and citrus notes then linger elegantly on the finish.,Germany,Riesling
Lush honeyed and tropically fruited this epitomizes the Dr. Pauly-Bergweiler house style. It seems sweeter than many other 2009 spätleses with its considerable sugar evident on the long finish. Drink it on its own or alongside spicy Asian cuisine.,Germany,Riesling
Light in body with a fine backbone of taut acidity this is a throwback to a time when spätleses were slightly drier than today. Delicate scents of crushed stone and pressed flowers are underscored by hints of green apple and lime. This would make a fine apéritif on its own or could perhaps partner subtle seafood dishes.,Germany,Riesling
Waxy lime and lemon peels perfume this fresh floral Riesling. It's invigoratingly crisp boasting tart green-melon and tangerine flavors and racy hits of lime and lemon acidity. An elegant wine for a very approachable price.,Germany,Riesling
A vein of chalky minerality extends through this dry briskly structured wine lending intensity and edge to softer honeyed tones of peaches and apricots. It's vital and fresh yet persistent on the finish. Drink now through 2019.,Germany,Riesling
Orange blossoms and freshly cut apples and pears perfume this lavishly fruity floral Riesling sparkling. It's sprightly and sheer on the palate with a fine persistent effervescence.,Germany,Riesling
